county,code,white_pop,rank
"Grand County, CO",8049,"13,375",2024
"Lawrence County, IL",17101,"13,351",2025
"Frio County, TX",48163,"13,342",2026
"Crawford County, MI",26039,"13,314",2027
"Morgan County, GA",13211,"13,309",2028
"O'Brien County, IA",19141,"13,281",2029
"Jackson County, KY",21109,"13,275",2030
"Pennington County, MN",27113,"13,268",2031
"Wadena County, MN",27159,"13,260",2032
"Clarke County, AL",1025,"13,253",2033
"Noble County, OH",39121,"13,237",2034
"Price, WI",55099,"13,236",2035
"Douglas County, MO",29067,"13,227",2036
"Nolan County, TX",48353,"13,207",2037
"York County, NE",31185,"13,195",2038
"Cannon County, TN",47015,"13,195",2038
"Monroe County, WV",54063,"13,179",2040
"Clay County, IL",17025,"13,173",2041
"Breathitt County, KY",21025,"13,166",2042
"Copiah County, MS",28029,"13,159",2043
"Pawnee County, OK",40117,"13,122",2044
"Cass County, IA",19029,"13,117",2045
"Hardy County, WV",54031,"13,106",2046
"Sumter County, GA",13261,"13,095",2047
"Larue County, KY",21123,"13,086",2048
"Sequatchie County, TN",47153,"13,064",2049
"Izard County, AR",5065,"13,044",2050
"Greene County, IL",17061,"13,038",2051
"Saline County, NE",31151,"12,972",2052
"Marion County, SC",45067,"12,960",2053
"Wayne County, MO",29223,"12,944",2054
"Cross County, AR",5037,"12,940",2055
"Pecos County, TX",48371,"12,939",2056
"Elbert County, GA",13105,"12,933",2057
"Peach County, GA",13225,"12,933",2057
"Buffalo, WI",55011,"12,929",2059
"Bayfield, WI",55007,"12,918",2060
"Bledsoe County, TN",47007,"12,904",2061
"Comanche County, TX",48093,"12,888",2062
"Washington County, MS",28151,"12,883",2063
"Richland Parish, LA",22083,"12,874",2064
"Magoffin County, KY",21153,"12,868",2065
"Callahan County, TX",48059,"12,856",2066
"Trigg County, KY",21221,"12,848",2067
"Jackson County, TX",48239,"12,787",2068
"La Salle Parish, LA",22059,"12,779",2069
"Saluda County, SC",45081,"12,779",2069
"Sawyer, WI",55113,"12,771",2071
"Kingfisher County, OK",40073,"12,760",2072
"Clarke County, VA",51043,"12,757",2073
"Vinton County, OH",39163,"12,746",2074
"Drew County, AR",5043,"12,728",2075
"Martin County, NC",37117,"12,711",2076
"Union County, KY",21225,"12,687",2077
"Clay County, SD",46027,"12,676",2078
"Morgan County, KY",21175,"12,608",2079
"Presque Isle County, MI",26141,"12,585",2080
"Franklin County, ID",16041,"12,581",2081
"Goshen County, WY",56015,"12,528",2082
"Robertson County, TX",48395,"12,515",2083
"Nelson County, VA",51125,"12,439",2084
"Trinity County, TX",48455,"12,432",2085
"Barbour County, AL",1005,"12,430",2086
"Anson County, NC",37007,"12,423",2087
"Pulaski County, IN",18131,"12,417",2088
"Summers County, WV",54089,"12,399",2089
"Falls County, TX",48145,"12,396",2090
"Gulf County, FL",12045,"12,390",2091
"Stewart County, TN",47161,"12,390",2091
"Crisp County, GA",13081,"12,384",2093
"King William County, VA",51101,"12,384",2093
"Butler County, KY",21031,"12,368",2095
"Moffat County, CO",8081,"12,349",2096
"Pemiscot County, MO",29155,"12,332",2097
"Lamar County, AL",1075,"12,315",2098
"Appanoose County, IA",19007,"12,289",2099
"Menard County, IL",17129,"12,227",2100
"Webster County, KY",21233,"12,223",2101
"Pike County, IN",18125,"12,222",2102
"Union County, IA",19175,"12,208",2103
"Grundy County, IA",19075,"12,169",2104
"Allen County, KS",20001,"12,117",2105
"Henry County, AL",1067,"12,113",2106
"Koochiching County, MN",27071,"12,106",2107
"Wayne County, MS",28153,"12,099",2108
"Fremont County, ID",16043,"12,086",2109
"Stone County, AR",5137,"12,080",2110
"Smith County, MS",28129,"12,078",2111
"Las Animas County, CO",8071,"12,067",2112
"Meriwether County, GA",13199,"12,066",2113
"Monroe County, AL",1099,"12,065",2114
"Covington County, MS",28031,"12,044",2115
"Blackford County, IN",18009,"12,036",2116
"Wright County, IA",19197,"12,022",2117
"Westmoreland County, VA",51193,"12,016",2118
"Cibola County, NM",35006,"12,008",2119
"Bollinger County, MO",29017,"12,007",2120
"Powell County, KY",21197,"12,002",2121
"Lamar County, GA",13171,"11,996",2122
"Pend Oreille County, WA",53051,"11,962",2123
"Greene County, NC",37079,"11,960",2124
"Chickasaw County, IA",19037,"11,946",2125
"McDuffie County, GA",13189,"11,926",2126
"Grenada County, MS",28043,"11,918",2127
"Mono County, CA",6051,"11,917",2128
"McKinley County, NM",35031,"11,912",2129
"Lamb County, TX",48279,"11,906",2130
"Leake County, MS",28079,"11,898",2131
"Shoshone County, ID",16079,"11,886",2132
"Dallas County, AL",1047,"11,884",2133
"Appomattox County, VA",51011,"11,869",2134
"Cook County, GA",13075,"11,852",2135
"Madison County, MO",29123,"11,844",2136
"Hill County, MT",30041,"11,828",2137
"Lake County, SD",46079,"11,826",2138
"Linn County, MO",29115,"11,820",2139
"Caldwell County, KY",21033,"11,805",2140
"Concordia Parish, LA",22029,"11,776",2141
"Fulton County, AR",5049,"11,760",2142
"Cass County, IL",17017,"11,748",2143
"Martin County, KY",21159,"11,727",2144
"Calhoun County, FL",12013,"11,720",2145
"Marshall County, IL",17123,"11,718",2146
"Hopewell Independent City, VA",51670,"11,701",2147
"Crockett County, TN",47033,"11,694",2148
"Marion County, KS",20115,"11,666",2149
"Jeff Davis County, GA",13161,"11,663",2150
"Bath County, KY",21011,"11,648",2151
"Edmonson County, KY",21061,"11,634",2152
"Jackson County, KS",20085,"11,608",2153
"Oglethorpe County, GA",13221,"11,598",2154
"Gonzales County, TX",48177,"11,556",2155
"Prowers County, CO",8099,"11,537",2156
"Grant County, WV",54023,"11,526",2157
"St. Francis County, AR",5123,"11,497",2158
"Shelby County, IA",19165,"11,484",2159
"Marshall County, OK",40095,"11,468",2160
"Johnson County, IL",17087,"11,439",2161
"Cherokee County, IA",19035,"11,431",2162
"Poquoson Independent City, VA",51735,"11,396",2163
"Lyon County, IA",19119,"11,385",2164
"Big Horn County, WY",56003,"11,385",2164
"Trinity County, CA",6105,"11,373",2166
"Marlboro County, SC",45069,"11,361",2167
"Meigs County, TN",47121,"11,353",2168
"Barton County, MO",29011,"11,347",2169
"Montgomery County, MO",29139,"11,340",2170
"Custer County, MT",30017,"11,326",2171
"Reeves County, TX",48389,"11,301",2172
"Lewis County, TN",47101,"11,300",2173
"Barnwell County, SC",45011,"11,295",2174
"Chippewa County, MN",27023,"11,265",2175
"Pickens County, AL",1107,"11,254",2176
"Millard County, UT",49027,"11,250",2177
"Sevier County, AR",5133,"11,237",2178
"Union County, FL",12125,"11,232",2179
"Madison County, VA",51113,"11,231",2180
"Mitchell County, GA",13205,"11,212",2181
"Williamsburg Independent City, VA",51830,"11,207",2182
"Southampton County, VA",51175,"11,194",2183
"Wabash County, IL",17185,"11,192",2184
"Jackson County, TN",47087,"11,191",2185
"Long County, GA",13183,"11,180",2186
"Clay County, AL",1027,"11,177",2187
"Decatur County, TN",47039,"11,115",2188
"Terry County, TX",48445,"11,083",2189
"Washington County, AL",1129,"11,082",2190
"Bolivar County, MS",28011,"11,054",2191
"Jefferson County, MT",30043,"11,011",2192
"Burke County, GA",13033,"10,961",2193
"Wilbarger County, TX",48487,"10,961",2193
"Iron County, MI",26071,"10,938",2195
"Fergus County, MT",30027,"10,882",2196
"Zavala County, TX",48507,"10,878",2197
"Butler County, AL",1013,"10,876",2198
"Jackson Parish, LA",22049,"10,871",2199
"Newton County, TX",48351,"10,870",2200
"Grundy County, TN",47061,"10,858",2201
"Colfax County, NM",35007,"10,840",2202
"Todd County, KY",21219,"10,785",2203
"Madison County, FL",12079,"10,754",2204
"DeKalb County, MO",29063,"10,749",2205
"Glades County, FL",12043,"10,740",2206
"Richland County, MT",30083,"10,713",2207
"Cumberland County, IL",17035,"10,709",2208
"Washington County, KY",21229,"10,683",2209
"Pope County, MN",27121,"10,679",2210
"Hancock County, IA",19081,"10,661",2211
"Leslie County, KY",21131,"10,653",2212
"Clay County, NC",37043,"10,646",2213
"Washita County, OK",40149,"10,638",2214
"East Feliciana Parish, LA",22037,"10,617",2215
"Live Oak County, TX",48297,"10,605",2216
"Rio Grande County, CO",8105,"10,602",2217
"Towns County, GA",13281,"10,595",2218
"Green County, KY",21087,"10,594",2219
"Archuleta County, CO",8007,"10,585",2220
"Red Willow County, NE",31145,"10,570",2221
"Williamsburg County, SC",45089,"10,549",2222
"Skamania County, WA",53059,"10,549",2222
"Manassas Park Independent City, VA",51685,"10,533",2224
"Mitchell County, IA",19131,"10,528",2225
"Buckingham County, VA",51029,"10,513",2226
"Yazoo County, MS",28163,"10,499",2227
"Attala County, MS",28007,"10,489",2228
"Sierra County, NM",35051,"10,489",2228
"St. James Parish, LA",22093,"10,486",2230
"Custer County, NE",31041,"10,479",2231
"Cottonwood County, MN",27033,"10,474",2232
"Box Butte County, NE",31013,"10,472",2233
"Falls Church Independent City, VA",51610,"10,472",2233
"Sanders County, MT",30089,"10,456",2235
"Oregon County, MO",29149,"10,455",2236
"Boundary County, ID",16021,"10,445",2237
"Clarke County, MS",28023,"10,442",2238
"Murray County, OK",40099,"10,438",2239
"Ben Hill County, GA",13017,"10,427",2240
"Guthrie County, IA",19077,"10,418",2241
"Louisa County, IA",19115,"10,414",2242
"Barnes County, ND",38003,"10,405",2243
"Lake County, MN",27075,"10,390",2244
"Morgan County, UT",49029,"10,365",2245
"Mississippi County, MO",29133,"10,359",2246
"Dawson County, TX",48115,"10,332",2247
"Crawford County, IN",18025,"10,322",2248
"Emery County, UT",49015,"10,303",2249
"Monroe County, KY",21171,"10,270",2250
"Jasper County, GA",13159,"10,258",2251
"Owen County, KY",21187,"10,254",2252
"Switzerland County, IN",18155,"10,241",2253
"Alcona County, MI",26001,"10,184",2254
"Atoka County, OK",40005,"10,174",2255
"Greene County, MS",28041,"10,134",2256
"Dimmit County, TX",48127,"10,111",2257
"Madison County, TX",48313,"10,095",2258
"Winnebago County, IA",19189,"10,088",2259
"Holt County, NE",31089,"10,079",2260
"Blanco County, TX",48031,"10,067",2261
"Carbon County, MT",30009,"10,038",2262
"Keokuk County, IA",19107,"10,026",2263
"Walsh County, ND",38099,"10,019",2264
"Rains County, TX",48379,"9,986",2265
"Lake County, MI",26085,"9,983",2266
"Ramsey County, ND",38071,"9,978",2267
"Sublette County, WY",56035,"9,978",2267
"Watonwan County, MN",27165,"9,970",2269
"Clinton County, KY",21053,"9,966",2270
"Martin County, IN",18101,"9,944",2271
"Calhoun County, MS",28013,"9,939",2272
"Alleghany County, NC",37005,"9,936",2273
"Crenshaw County, AL",1041,"9,935",2274
"Juab County, UT",49023,"9,928",2275
"Montgomery County, IA",19137,"9,913",2276
"Ralls County, MO",29173,"9,902",2277
"Heard County, GA",13149,"9,899",2278
"Nemaha County, KS",20131,"9,888",2279
"Greene County, GA",13133,"9,882",2280
"Perquimans County, NC",37143,"9,880",2281
"Grundy County, MO",29079,"9,874",2282
"Ritchie County, WV",54085,"9,874",2282
"Red River County, TX",48387,"9,862",2284
"Pike County, AR",5109,"9,816",2285
"Sac County, IA",19161,"9,800",2286
"Clay County, TX",48077,"9,797",2287
"Iron County, MO",29093,"9,794",2288
"Duval County, TX",48131,"9,791",2289
"Valley County, ID",16085,"9,781",2290
"Morrow County, OR",41049,"9,767",2291
"Winn Parish, LA",22127,"9,762",2292
"Lincoln County, WA",53043,"9,739",2293
"Pamlico County, NC",37137,"9,722",2294
"Jackson County, MN",27063,"9,713",2295
"Butte County, SD",46019,"9,712",2296
"Craig County, OK",40035,"9,694",2297
"Owyhee County, ID",16073,"9,677",2298
"Carroll County, KY",21041,"9,669",2299
"Cheyenne County, NE",31033,"9,653",2300
"Noble County, OK",40103,"9,652",2301
"Marshall County, KS",20117,"9,638",2302
"Yuma County, CO",8125,"9,621",2303
"Franklin County, FL",12037,"9,618",2304
"Adair County, OK",40001,"9,618",2304
"Perry County, MS",28111,"9,601",2306
"Franklin County, IA",19069,"9,591",2307
"Scott County, AR",5127,"9,590",2308
"Teton County, ID",16081,"9,575",2309
"Lewis County, MO",29111,"9,562",2310
"Haskell County, OK",40061,"9,554",2311
"Perry County, AR",5105,"9,547",2312
"Calhoun County, IA",19025,"9,500",2313
"Ward County, TX",48475,"9,499",2314
"Telfair County, GA",13271,"9,482",2315
"Runnels County, TX",48399,"9,479",2316
"Choctaw County, OK",40023,"9,478",2317
"Winston County, MS",28159,"9,476",2318
"Jasper County, IL",17079,"9,461",2319
"Franklin County, TX",48159,"9,458",2320
"Metcalfe County, KY",21169,"9,448",2321
"Emmet County, IA",19063,"9,443",2322
"Chickasaw County, MS",28017,"9,441",2323
"Humboldt County, IA",19091,"9,416",2324
"Colfax County, NE",31037,"9,407",2325
"Amelia County, VA",51007,"9,389",2326
"Brooks County, GA",13027,"9,355",2327
"Washington County, GA",13303,"9,346",2328
"Hughes County, OK",40063,"9,336",2329
"Sabine County, TX",48403,"9,328",2330
"Howard County, MO",29089,"9,327",2331
"Karnes County, TX",48255,"9,298",2332
"Yellow Medicine County, MN",27173,"9,288",2333
"Little River County, AR",5081,"9,285",2334
"Lincoln County, AR",5079,"9,275",2335
"McLean County, KY",21149,"9,272",2336
"Howard County, IA",19089,"9,271",2337
"Ketchikan Gateway Borough, AK",2130,"9,264",2338
"Crawford County, GA",13079,"9,250",2339
"West Carroll Parish, LA",22123,"9,242",2340
"Pratt County, KS",20151,"9,218",2341
"Rock County, MN",27133,"9,208",2342
"Ochiltree County, TX",48357,"9,182",2343
"Marshall County, MN",27089,"9,168",2344
"Marengo County, AL",1091,"9,167",2345
"Linn County, KS",20107,"9,165",2346
"Chowan County, NC",37041,"9,163",2347
"Grand County, UT",49019,"9,159",2348
"Swain County, NC",37173,"9,143",2349
"Washington County, ID",16087,"9,141",2350
"Livingston County, KY",21139,"9,123",2351
"Nantucket County, MA",25019,"9,122",2352
"Stevens County, MN",27149,"9,121",2353
"Ozark County, MO",29153,"9,106",2354
"Howard County, AR",5061,"9,094",2355
"Swift County, MN",27151,"9,073",2356
"St. Clair County, MO",29185,"9,055",2357
"Rice County, KS",20159,"9,050",2358
"Montmorency County, MI",26119,"9,038",2359
"Fairfield County, SC",45039,"8,994",2360
"Wayne County, NE",31179,"8,969",2361
"Crittenden County, KY",21055,"8,964",2362
"Hickory County, MO",29085,"8,962",2363
"Dawson County, MT",30021,"8,945",2364
"Phelps County, NE",31137,"8,941",2365
"Stillwater County, MT",30095,"8,930",2366
"Camp County, TX",48063,"8,923",2367
"Nottoway County, VA",51135,"8,916",2368
"Bleckley County, GA",13023,"8,914",2369
"Greene County, IA",19073,"8,887",2370
"Beaverhead County, MT",30001,"8,876",2371
"Tyler County, WV",54095,"8,864",2372
"Bacon County, GA",13005,"8,860",2373
"Clay County, WV",54015,"8,850",2374
"Palo Alto County, IA",19147,"8,833",2375
"Cloud County, KS",20029,"8,828",2376
"Maries County, MO",29125,"8,805",2377
"Webster County, WV",54101,"8,791",2378
"Morris County, TX",48343,"8,782",2379
"Stephens County, TX",48429,"8,766",2380
"Clarke County, IA",19039,"8,757",2381
"Hamilton County, NE",31081,"8,756",2382
"Monona County, IA",19133,"8,741",2383
"McKenzie County, ND",38053,"8,729",2384
"Caldwell County, MO",29025,"8,712",2385
"Clear Creek County, CO",8019,"8,710",2386
"Charlton County, GA",13049,"8,691",2387
"McLean County, ND",38055,"8,677",2388
"Cuming County, NE",31039,"8,672",2389
"Trimble County, KY",21223,"8,669",2390
"Carroll County, MO",29033,"8,658",2391
"Brewster County, TX",48043,"8,622",2392
"Hamilton County, FL",12047,"8,618",2393
"Hampton County, SC",45049,"8,618",2393
"McIntosh County, GA",13191,"8,612",2395
"Pipestone County, MN",27117,"8,609",2396
"Davis County, IA",19051,"8,605",2397
"Northumberland County, VA",51133,"8,605",2397
"Jefferson County, FL",12065,"8,589",2399
"Hertford County, NC",37091,"8,572",2400
"Cedar County, NE",31027,"8,534",2401
"Benton County, IN",18007,"8,516",2402
"Deer Lodge County, MT",30023,"8,515",2403
"Lucas County, IA",19117,"8,498",2404
"Wilson County, KS",20205,"8,493",2405
"White Pine County, NV",32033,"8,481",2406
"Camden County, NC",37029,"8,452",2407
"Montgomery County, AR",5097,"8,434",2408
"Hancock County, KY",21091,"8,433",2409
"Parmer County, TX",48369,"8,417",2410
"Brown County, KS",20013,"8,408",2411
"Harrison County, MO",29081,"8,404",2412
"Pushmataha County, OK",40127,"8,369",2413
"Middlesex County, VA",51119,"8,351",2414
"Haywood County, TN",47075,"8,343",2415
"Greenlee County, AZ",4011,"8,333",2416
"Pocahontas County, WV",54075,"8,326",2417
"Lawrence County, MS",28077,"8,320",2418
"Chattahoochee County, GA",13053,"8,309",2419
"Charlotte County, VA",51037,"8,292",2420
"Bracken County, KY",21023,"8,272",2421
"Archer County, TX",48009,"8,260",2422
"Mercer County, ND",38057,"8,254",2423
"Platte County, WY",56031,"8,229",2424
"Mackinac County, MI",26097,"8,227",2425
"Jack County, TX",48237,"8,223",2426
"Monroe County, MO",29137,"8,200",2427
"Hamilton County, IL",17065,"8,192",2428
"West Feliciana Parish, LA",22125,"8,192",2428
"Murray County, MN",27101,"8,191",2430
"Caldwell Parish, LA",22021,"8,155",2431
"Clay County, MS",28025,"8,153",2432
"Woods County, OK",40151,"8,152",2433
"Modoc County, CA",6049,"8,151",2434
"Love County, OK",40085,"8,149",2435
"Warren County, IN",18171,"8,145",2436
"Northampton County, NC",37131,"8,133",2437
"Somervell County, TX",48425,"8,121",2438
"Calhoun County, SC",45017,"8,109",2439
"Dawes County, NE",31045,"8,105",2440
"Oscoda County, MI",26135,"8,093",2441
"Coffey County, KS",20031,"8,083",2442
"Turner County, SD",46125,"8,076",2443
"Gallatin County, KY",21077,"8,046",2444
"Warren County, NC",37185,"8,046",2444
"Clay County, KS",20027,"8,042",2446
"Alger County, MI",26003,"8,032",2447
"Doddridge County, WV",54017,"8,028",2448
"Daviess County, MO",29061,"8,023",2449
"Clearwater County, ID",16035,"8,021",2450
"Butler County, NE",31023,"7,945",2451
"Johnson County, WY",56019,"7,941",2452
"Hamilton County, TX",48193,"7,921",2453
"Johnston County, OK",40069,"7,916",2454
"Screven County, GA",13251,"7,901",2455
"Shannon County, MO",29203,"7,896",2456
"Benewah County, ID",16009,"7,884",2457
"Walthall County, MS",28147,"7,864",2458
"Custer County, SD",46033,"7,863",2459
"Okfuskee County, OK",40107,"7,853",2460
"Webster County, MS",28155,"7,852",2461
"Coleman County, TX",48083,"7,850",2462
"Yoakum County, TX",48501,"7,829",2463
"Decatur County, IA",19053,"7,815",2464
"Keith County, NE",31101,"7,803",2465
"Houston County, TN",47083,"7,776",2466
"Lancaster County, VA",51103,"7,760",2467
"Monroe County, IA",19135,"7,749",2468
"Ballard County, KY",21007,"7,741",2469
"Bienville Parish, LA",22013,"7,740",2470
"Lunenburg County, VA",51111,"7,699",2471
"Traill County, ND",38097,"7,683",2472
"Graham County, NC",37075,"7,681",2473
"Lyon County, KY",21143,"7,672",2474
"San Juan County, UT",49037,"7,669",2475
"Quay County, NM",35037,"7,651",2476
"Lanier County, GA",13173,"7,640",2477
"Richardson County, NE",31147,"7,634",2478
"Newton County, AR",5101,"7,631",2479
"Mathews County, VA",51115,"7,619",2480
"Blaine County, OK",40011,"7,618",2481
"Claiborne Parish, LA",22027,"7,589",2482
"Jasper County, MS",28061,"7,576",2483
"Washakie County, WY",56043,"7,575",2484
"Marion County, TX",48315,"7,567",2485
"Clearwater County, MN",27029,"7,564",2486
"Kit Carson County, CO",8063,"7,538",2487
"Clay County, TN",47027,"7,518",2488
"Conejos County, CO",8021,"7,518",2488
"Kodiak Island Borough, AK",2150,"7,516",2490
"Anderson County, KS",20003,"7,504",2491
"Leflore County, MS",28083,"7,504",2491
"Choctaw County, AL",1023,"7,495",2493
"Searcy County, AR",5129,"7,489",2494
"Merrick County, NE",31121,"7,487",2495
"Perry County, TN",47135,"7,480",2496
"Northampton County, VA",51131,"7,477",2497
"Madison County, MT",30057,"7,471",2498
"Kingman County, KS",20095,"7,468",2499
"Elliott County, KY",21063,"7,453",2500
"Knox County, NE",31107,"7,448",2501
"Thomas County, KS",20193,"7,434",2502
"Pleasants County, WV",54073,"7,428",2503
"San Miguel County, CO",8113,"7,427",2504
"Forest, WI",55041,"7,411",2505
"Candler County, GA",13043,"7,408",2506
"Lemhi County, ID",16059,"7,390",2507
"Calhoun County, WV",54013,"7,365",2508
"Gates County, NC",37073,"7,363",2509
"Worth County, IA",19195,"7,347",2510
"Chariton County, MO",29041,"7,313",2511
"Bertie County, NC",37015,"7,313",2511
"Amite County, MS",28005,"7,312",2513
"Kiowa County, OK",40075,"7,300",2514
"Cleveland County, AR",5025,"7,299",2515
"Yalobusha County, MS",28161,"7,272",2516
"Dade County, MO",29057,"7,265",2517
"Phillips County, AR",5107,"7,245",2518
"Latimer County, OK",40077,"7,235",2519
"Pulaski County, GA",13235,"7,230",2520
"Van Buren County, IA",19177,"7,229",2521
"Gilmer County, WV",54021,"7,228",2522
"Nowata County, OK",40105,"7,220",2523
"Crook County, WY",56011,"7,209",2524
"Pepin, WI",55091,"7,208",2525
"Coosa County, AL",1037,"7,204",2526
"Adair County, IA",19001,"7,188",2527
"Doniphan County, KS",20043,"7,179",2528
"Mitchell County, TX",48335,"7,123",2529
"Wolfe County, KY",21237,"7,118",2530
"Schoolcraft County, MI",26153,"7,118",2530
"Jefferson County, NE",31095,"7,110",2532
"Prairie County, AR",5117,"7,103",2533
"Castro County, TX",48069,"7,040",2534
"Pierce County, NE",31139,"7,030",2535
"Lake County, OR",41037,"7,027",2536
"Valdez-Cordova Borough, AK",2261,"7,023",2537
"Hutchinson County, SD",46067,"7,013",2538
"Jefferson County, GA",13163,"7,000",2539
"Grant County, SD",46051,"6,999",2540
"Pendleton County, WV",54071,"6,981",2541
"Union County, IN",18161,"6,973",2542
"Brunswick County, VA",51025,"6,964",2543
"Lafayette County, FL",12067,"6,963",2544
"Major County, OK",40093,"6,926",2545
"Sunflower County, MS",28133,"6,906",2546
"Grant County, OR",41023,"6,893",2547
"Ida County, IA",19093,"6,885",2548
"Winkler County, TX",48495,"6,864",2549
"Nicholas County, KY",21181,"6,859",2550
"Trousdale County, TN",47169,"6,859",2550
"Nemaha County, NE",31127,"6,846",2552
"Rappahannock County, VA",51157,"6,836",2553
"Bradley County, AR",5011,"6,833",2554
"McCulloch County, TX",48307,"6,800",2555
"Henderson County, IL",17071,"6,796",2556
"Tucker County, WV",54093,"6,788",2557
"Schuyler County, IL",17169,"6,785",2558
"Pocahontas County, IA",19151,"6,778",2559
"Fremont County, IA",19071,"6,765",2560
"Pembina County, ND",38067,"6,752",2561
"Catahoula Parish, LA",22025,"6,745",2562
"Kane County, UT",49025,"6,731",2563
"Lac qui Parle County, MN",27073,"6,723",2564
"Clark County, MO",29045,"6,689",2565
"Weston County, WY",56045,"6,686",2566
"Carroll County, MS",28015,"6,685",2567
"Wabaunsee County, KS",20197,"6,684",2568
"Russell County, KS",20167,"6,674",2569
"Lee County, KY",21129,"6,666",2570
"Martinsville Independent City, VA",51690,"6,657",2571
"Jones County, NC",37103,"6,634",2572
"Presidio County, TX",48377,"6,628",2573
"Harney County, OR",41025,"6,601",2574
"Conecuh County, AL",1035,"6,593",2575
"Grand Isle County, VT",50013,"6,569",2576
"Wallowa County, OR",41063,"6,564",2577
"Valley County, MT",30105,"6,560",2578
"Gentry County, MO",29075,"6,558",2579
"Caribou County, ID",16029,"6,545",2580
"Boise County, ID",16015,"6,531",2581
"Hancock County, TN",47067,"6,474",2582
"Irwin County, GA",13155,"6,458",2583
"Edwards County, IL",17047,"6,442",2584
"Kearney County, NE",31099,"6,432",2585
"Rio Blanco County, CO",8103,"6,429",2586
"Cameron Parish, LA",22023,"6,424",2587
"Cumberland County, KY",21057,"6,415",2588
"Dallam County, TX",48111,"6,401",2589
"Liberty County, FL",12077,"6,394",2590
"Lake County, CO",8065,"6,391",2591
"Evans County, GA",13109,"6,388",2592
"Powell County, MT",30077,"6,365",2593
"Mountrail County, ND",38061,"6,359",2594
"Swisher County, TX",48437,"6,359",2594
"Baraga County, MI",26013,"6,341",2596
"San Augustine County, TX",48405,"6,338",2597
"Spink County, SD",46115,"6,318",2598
"Burt County, NE",31021,"6,304",2599
"Bland County, VA",51021,"6,283",2600
"Antelope County, NE",31003,"6,278",2601
"Brooks County, TX",48047,"6,276",2602
"Johnson County, GA",13167,"6,267",2603
"Wayne County, IA",19185,"6,264",2604
"Menifee County, KY",21165,"6,260",2605
"Reynolds County, MO",29179,"6,250",2606
"Bon Homme County, SD",46009,"6,242",2607
"Bottineau County, ND",38009,"6,239",2608
"Dooly County, GA",13093,"6,224",2609
"Montgomery County, GA",13209,"6,222",2610
"Beaver County, UT",49001,"6,218",2611
"Grant County, KS",20067,"6,205",2612
"Pawnee County, KS",20145,"6,184",2613
"Wilkin County, MN",27167,"6,174",2614
"Norman County, MN",27107,"6,172",2615
"Howard County, NE",31093,"6,171",2616
"Mitchell County, KS",20123,"6,153",2617
"Cumberland County, VA",51049,"6,144",2618
"Power County, ID",16077,"6,143",2619
"Essex County, VA",51057,"6,123",2620
"Clay County, NE",31035,"6,115",2621
"Huerfano County, CO",8055,"6,114",2622
"Roberts County, SD",46109,"6,113",2623
"Galax Independent City, VA",51640,"6,097",2624
"Hale County, AL",1065,"6,062",2625
"Bailey County, TX",48017,"6,021",2626
"Greenwood County, KS",20073,"5,996",2627
"Desha County, AR",5041,"5,993",2628
"Shelby County, MO",29205,"5,988",2629
"Lee County, SC",45061,"5,981",2630
"Fall River County, SD",46047,"5,977",2631
"Essex County, VT",50009,"5,974",2632
"Carter County, MO",29035,"5,966",2633
"Taylor County, IA",19173,"5,960",2634
"Sullivan County, PA",42113,"5,951",2635
"Sullivan County, MO",29211,"5,947",2636
"Lexington Independent City, VA",51678,"5,942",2637
"Refugio County, TX",48391,"5,940",2638
"Gray County, KS",20069,"5,939",2639
"Buena Vista Independent City, VA",51530,"5,934",2640
"Moore County, TN",47127,"5,932",2641
"Ontonagon County, MI",26131,"5,928",2642
"Charles Mix County, SD",46023,"5,921",2643
"Atkinson County, GA",13003,"5,910",2644
"Richmond County, VA",51159,"5,906",2645
"Osceola County, IA",19143,"5,871",2646
"Stanton County, NE",31167,"5,858",2647
"Ferry County, WA",53019,"5,819",2648
"Washington County, NC",37187,"5,815",2649
"Ohio County, IN",18115,"5,811",2650
"Ottawa County, KS",20143,"5,807",2651
"Childress County, TX",48075,"5,807",2651
"Hamlin County, SD",46057,"5,800",2653
"La Salle County, TX",48283,"5,798",2654
"Grant County, MN",27051,"5,792",2655
"Teton County, MT",30099,"5,759",2656
"Carson County, TX",48065,"5,746",2657
"Sitka Borough, AK",2220,"5,744",2658
"McHenry County, ND",38049,"5,739",2659
"Ellsworth County, KS",20053,"5,708",2660
"Wirt County, WV",54105,"5,699",2661
"Stark County, IL",17175,"5,697",2662
"Bear Lake County, ID",16007,"5,685",2663
"Pershing County, NV",32027,"5,685",2663
"Iron, WI",55051,"5,660",2665
"Jenkins County, GA",13165,"5,653",2666
"Lincoln County, MN",27081,"5,652",2667
"Saguache County, CO",8109,"5,641",2668
"Choctaw County, MS",28019,"5,637",2669
"Audubon County, IA",19009,"5,636",2670
"Garza County, TX",48169,"5,633",2671
"Floyd County, TX",48153,"5,631",2672
"Rosebud County, MT",30087,"5,605",2673
"Sherman County, KS",20181,"5,603",2674
"Harper County, KS",20077,"5,596",2675
"Putnam County, IL",17155,"5,595",2676
"Tallahatchie County, MS",28135,"5,564",2677
"Montgomery County, MS",28097,"5,558",2678
"Nevada County, AR",5099,"5,547",2679
"Dixon County, NE",31051,"5,531",2680
"Wilcox County, GA",13315,"5,517",2681
"Wilkinson County, GA",13319,"5,515",2682
"Fillmore County, NE",31059,"5,488",2683
