county,code,per_cap_income,rank
"Hill County, MT",30041,"$41,321 ",1196
"Caroline County, VA",51033,"$41,318 ",1197
"Midland County, MI",26111,"$41,310 ",1198
"Dimmit County, TX",48127,"$41,310 ",1198
"Pulaski County, IN",18131,"$41,309 ",1200
"Stanislaus County, CA",6099,"$41,299 ",1201
"Baldwin County, AL",1003,"$41,286 ",1202
"Allamakee County, IA",19005,"$41,262 ",1203
"McClain County, OK",40087,"$41,257 ",1204
"Cape Girardeau County, MO",29031,"$41,245 ",1205
"Labette County, KS",20099,"$41,233 ",1206
"Kimble County, TX",48267,"$41,201 ",1207
"Jasper County, IN",18073,"$41,197 ",1208
"Gregory County, SD",46053,"$41,187 ",1209
"Wilson County, TX",48493,"$41,187 ",1209
"Pointe Coupee Parish, LA",22077,"$41,183 ",1211
"Westmoreland County, VA",51193,"$41,178 ",1212
"Clay County, MN",27027,"$41,173 ",1213
"Harrison County, TX",48203,"$41,146 ",1214
"Jones County, IA",19105,"$41,144 ",1215
"Russell County, KS",20167,"$41,142 ",1216
"Rogers County, OK",40131,"$41,134 ",1217
"Mercer County, IL",17131,"$41,119 ",1218
"Glynn County, GA",13127,"$41,105 ",1219
"Cabarrus County, NC",37025,"$41,103 ",1220
"Shelby County, KY",21211,"$41,091 ",1221
"Swisher County, TX",48437,"$41,073 ",1222
"Wilson County, KS",20205,"$41,063 ",1223
"Schuyler County, IL",17169,"$41,062 ",1224
"St. Louis City County, MO",29510,"$41,061 ",1225
"Beaverhead County, MT",30001,"$41,054 ",1226
"Bernalillo County, NM",35001,"$41,038 ",1227
"Hancock County, IL",17067,"$41,033 ",1228
"Centre County, PA",42027,"$41,032 ",1229
"Lane County, OR",41039,"$41,027 ",1230
"Clark County, IN",18019,"$41,026 ",1231
"Andrew County, MO",29003,"$41,016 ",1232
"Alachua County, FL",12001,"$41,008 ",1233
"Faulk County, SD",46049,"$41,008 ",1233
"Somervell County, TX",48425,"$41,000 ",1235
"Spencer County, KY",21215,"$40,991 ",1236
"Antrim County, MI",26009,"$40,985 ",1237
"Clallam County, WA",53009,"$40,985 ",1237
"Newport News Independent City, VA",51700,"$40,967 ",1239
"Clinton County, NY",36019,"$40,965 ",1240
"Greenwood County, KS",20073,"$40,956 ",1241
"Monongalia County, WV",54061,"$40,949 ",1242
"Lancaster County, SC",45057,"$40,941 ",1243
"Langlade, WI",55067,"$40,940 ",1244
"Bay County, FL",12005,"$40,926 ",1245
"Live Oak County, TX",48297,"$40,899 ",1246
"Henry County, OH",39069,"$40,880 ",1247
"Grant County, WA",53025,"$40,879 ",1248
"San Patricio County, TX",48409,"$40,868 ",1249
"Ripley County, IN",18137,"$40,863 ",1250
"Williamson County, IL",17199,"$40,850 ",1251
"Black Hawk County, IA",19013,"$40,837 ",1252
"Page County, IA",19145,"$40,835 ",1253
"Terrebonne Parish, LA",22109,"$40,834 ",1254
"Bethel Borough, AK",2050,"$40,826 ",1255
"Wise County, TX",48497,"$40,825 ",1256
"Fluvanna County, VA",51065,"$40,825 ",1256
"Finney County, KS",20055,"$40,821 ",1258
"Bandera County, TX",48019,"$40,818 ",1259
"Nueces County, TX",48355,"$40,800 ",1260
"Coos, NH",33007,"$40,776 ",1261
"Erie County, PA",42049,"$40,764 ",1262
"Custer County, MT",30017,"$40,763 ",1263
"Garfield County, MT",30033,"$40,763 ",1263
"Tompkins County, NY",36109,"$40,763 ",1263
"Leon County, FL",12073,"$40,758 ",1266
"Prince of Wales-Hyder Borough, AK",2198,"$40,750 ",1267
"Susquehanna County, PA",42115,"$40,747 ",1268
"Edgar County, IL",17045,"$40,746 ",1269
"Wabash County, IN",18169,"$40,737 ",1270
"Whitley County, IN",18183,"$40,731 ",1271
"Portage County, OH",39133,"$40,730 ",1272
"Santa Rosa County, FL",12113,"$40,727 ",1273
"Nez Perce County, ID",16069,"$40,723 ",1274
"Sanborn County, SD",46111,"$40,719 ",1275
"Tioga County, NY",36107,"$40,714 ",1276
"Clay County, TX",48077,"$40,714 ",1276
"Custer County, ID",16037,"$40,683 ",1278
"Rice County, KS",20159,"$40,675 ",1279
"Goshen County, WY",56015,"$40,675 ",1279
"Clinton County, OH",39027,"$40,673 ",1281
"Houston County, GA",13153,"$40,656 ",1282
"Crook County, WY",56011,"$40,644 ",1283
"White County, IN",18181,"$40,640 ",1284
"Lake County, IN",18089,"$40,628 ",1285
"Keweenaw County, MI",26083,"$40,622 ",1286
"Pontotoc County, OK",40123,"$40,622 ",1286
"Muscogee County, GA",13215,"$40,620 ",1288
"La Salle County, IL",17099,"$40,616 ",1289
"Lincoln County, NC",37109,"$40,591 ",1290
"Mackinac County, MI",26097,"$40,589 ",1291
"Perry County, PA",42099,"$40,573 ",1292
"York County, SC",45091,"$40,561 ",1293
"Yakima County, WA",53077,"$40,558 ",1294
"Donley County, TX",48129,"$40,549 ",1295
"Sierra County, CA",6091,"$40,537 ",1296
"Amelia County, VA",51007,"$40,530 ",1297
"Armstrong County, PA",42005,"$40,522 ",1298
"Mineral County, NV",32021,"$40,494 ",1299
"Thomas County, GA",13275,"$40,486 ",1300
"Rock, WI",55105,"$40,477 ",1301
"Barry County, MI",26015,"$40,469 ",1302
"Steuben County, NY",36101,"$40,467 ",1303
"Charles City County, VA",51036,"$40,464 ",1304
"Norton County, KS",20137,"$40,460 ",1305
"San Joaquin County, CA",6077,"$40,458 ",1306
"Mahoning County, OH",39099,"$40,456 ",1307
"Livingston County, IL",17105,"$40,451 ",1308
"Flagler County, FL",12035,"$40,447 ",1309
"St. Clair County, MI",26147,"$40,437 ",1310
"Mora County, NM",35033,"$40,421 ",1311
"Burleson County, TX",48051,"$40,421 ",1311
"Morgan County, IN",18109,"$40,417 ",1313
"Gibson County, IN",18051,"$40,402 ",1314
"Allegan County, MI",26005,"$40,389 ",1315
"Lucas County, IA",19117,"$40,378 ",1316
"Roberts County, TX",48393,"$40,354 ",1317
"Shelby County, IN",18145,"$40,348 ",1318
"Park County, CO",8093,"$40,343 ",1319
"Taylor County, IA",19173,"$40,341 ",1320
"Skamania County, WA",53059,"$40,338 ",1321
"Marinette, WI",55075,"$40,338 ",1321
"Watonwan County, MN",27165,"$40,331 ",1323
"Schuylkill County, PA",42107,"$40,325 ",1324
"Iron County, MI",26071,"$40,312 ",1325
"Cass County, MI",26027,"$40,294 ",1326
"Morgan County, CO",8087,"$40,280 ",1327
"DeBaca County, NM",35011,"$40,269 ",1328
"Tuscarawas County, OH",39157,"$40,268 ",1329
"Carroll County, IN",18015,"$40,266 ",1330
"Clearfield County, PA",42033,"$40,266 ",1330
"Hardin County, KY",21093,"$40,262 ",1332
"Jackson County, IN",18071,"$40,241 ",1333
"Oneida County, NY",36065,"$40,236 ",1334
"Dodge, WI",55027,"$40,224 ",1335
"Stephens County, OK",40137,"$40,212 ",1336
"Sullivan County, PA",42113,"$40,211 ",1337
"Fergus County, MT",30027,"$40,197 ",1338
"Emmet County, IA",19063,"$40,194 ",1339
"Leavenworth County, KS",20103,"$40,194 ",1339
"Lewis County, NY",36049,"$40,185 ",1341
"Lycoming County, PA",42081,"$40,185 ",1341
"Genesee County, NY",36037,"$40,175 ",1343
"Greene County, VA",51079,"$40,175 ",1343
"Rice County, MN",27131,"$40,167 ",1345
"Franklin County, MO",29071,"$40,165 ",1346
"Kittitas County, WA",53037,"$40,161 ",1347
"Archuleta County, CO",8007,"$40,147 ",1348
"Thomas County, KS",20193,"$40,139 ",1349
"Broome County, NY",36007,"$40,133 ",1350
"Montgomery County, IA",19137,"$40,126 ",1351
"Wayne County, MI",26163,"$40,110 ",1352
"Madison County, TN",47113,"$40,101 ",1353
"Fresno County, CA",6019,"$40,101 ",1353
"Ellis County, TX",48139,"$40,094 ",1355
"Madison County, NY",36053,"$40,086 ",1356
"Columbia County, OR",41009,"$40,080 ",1357
"Clay County, FL",12019,"$40,079 ",1358
"Lawrence County, PA",42073,"$40,061 ",1359
"Yoakum County, TX",48501,"$40,054 ",1360
"Freeborn County, MN",27047,"$40,045 ",1361
"Whiteside County, IL",17195,"$40,025 ",1362
"Greene County, MO",29077,"$40,019 ",1363
"Pawnee County, KS",20145,"$40,001 ",1364
"Hall County, NE",31079,"$39,994 ",1365
"Morris County, TX",48343,"$39,979 ",1366
"Lincoln County, KS",20105,"$39,976 ",1367
"Yamhill County, OR",41071,"$39,974 ",1368
"Marion County, KS",20115,"$39,959 ",1369
"Jefferson County, IA",19101,"$39,956 ",1370
"Beauregard Parish, LA",22011,"$39,950 ",1371
"Shenandoah County, VA",51171,"$39,940 ",1372
"Lake County, CA",6033,"$39,930 ",1373
"Chemung County, NY",36015,"$39,926 ",1374
"Coffee County, AL",1031,"$39,923 ",1375
"Barber County, KS",20007,"$39,920 ",1376
"Okanogan County, WA",53047,"$39,912 ",1377
"Isanti County, MN",27059,"$39,909 ",1378
"Washington County, TN",47179,"$39,909 ",1378
"Winnebago County, IL",17201,"$39,904 ",1380
"Ottawa County, KS",20143,"$39,886 ",1381
"Nash County, NC",37127,"$39,875 ",1382
"Jim Wells County, TX",48249,"$39,858 ",1383
"Augusta County, VA",51015,"$39,856 ",1384
"Chaffee County, CO",8015,"$39,850 ",1385
"Wharton County, TX",48481,"$39,849 ",1386
"Waushara, WI",55137,"$39,829 ",1387
"Dawson County, GA",13085,"$39,826 ",1388
"Schuyler County, NY",36097,"$39,821 ",1389
"Kootenai County, ID",16055,"$39,820 ",1390
"Pamlico County, NC",37137,"$39,786 ",1391
"Montgomery County, IN",18107,"$39,783 ",1392
"Eaton County, MI",26045,"$39,777 ",1393
"Coos County, OR",41011,"$39,769 ",1394
"Wicomico County, MD",24045,"$39,722 ",1395
"Autauga County, AL",1001,"$39,721 ",1396
"Dawson County, NE",31047,"$39,718 ",1397
"Lee County, IA",19111,"$39,714 ",1398
"Fayette County, IA",19065,"$39,709 ",1399
"Carlisle County, KY",21039,"$39,708 ",1400
"Jackson, WI",55053,"$39,690 ",1401
"DeKalb County, IN",18033,"$39,682 ",1402
"Charles Mix County, SD",46023,"$39,670 ",1403
"Lincoln County, OR",41041,"$39,665 ",1404
"Warren County, PA",42123,"$39,645 ",1405
"Wibaux County, MT",30109,"$39,643 ",1406
"Daviess County, KY",21059,"$39,641 ",1407
"Knox County, OH",39083,"$39,641 ",1407
"Franklin County, KY",21073,"$39,631 ",1409
"King and Queen County, VA",51097,"$39,615 ",1410
"Uinta County, WY",56041,"$39,613 ",1411
"Henderson County, IL",17071,"$39,603 ",1412
"Accomack County, VA",51001,"$39,596 ",1413
"Riley County, KS",20161,"$39,592 ",1414
"Grant, WI",55043,"$39,588 ",1415
"Escambia County, FL",12033,"$39,582 ",1416
"Curry County, OR",41015,"$39,555 ",1417
"Jessamine County, KY",21113,"$39,551 ",1418
"Pima County, AZ",4019,"$39,541 ",1419
"Sumter County, FL",12119,"$39,534 ",1420
"Rooks County, KS",20163,"$39,524 ",1421
"Rio Blanco County, CO",8103,"$39,483 ",1422
"Cheatham County, TN",47021,"$39,469 ",1423
"Jackson County, KS",20085,"$39,464 ",1424
"Henry County, MO",29083,"$39,462 ",1425
"Leon County, TX",48289,"$39,459 ",1426
"Lapeer County, MI",26087,"$39,449 ",1427
"Stephenson County, IL",17177,"$39,443 ",1428
"Douglas County, KS",20045,"$39,440 ",1429
"Benton County, MN",27009,"$39,437 ",1430
"Desha County, AR",5041,"$39,436 ",1431
"Fulton County, IN",18049,"$39,430 ",1432
"Jasper County, IA",19099,"$39,426 ",1433
"McKean County, PA",42083,"$39,416 ",1434
"Bay County, MI",26017,"$39,404 ",1435
"Morgan County, MO",29141,"$39,397 ",1436
"Bailey County, TX",48017,"$39,395 ",1437
"Spartanburg County, SC",45083,"$39,386 ",1438
"Essex County, VA",51057,"$39,383 ",1439
"Dawson County, MT",30021,"$39,379 ",1440
"Osage County, KS",20139,"$39,372 ",1441
"Noble County, OK",40103,"$39,370 ",1442
"Jefferson Davis Parish, LA",22053,"$39,358 ",1443
"Lincoln County, WY",56023,"$39,357 ",1444
"Sherman County, NE",31163,"$39,350 ",1445
"Sebastian County, AR",5131,"$39,346 ",1446
"Sullivan County, TN",47163,"$39,345 ",1447
"Jackson County, TX",48239,"$39,344 ",1448
"Bibb County, GA",13021,"$39,335 ",1449
"Fremont County, WY",56013,"$39,326 ",1450
"Cambria County, PA",42021,"$39,322 ",1451
"Washington County, VA",51191,"$39,321 ",1452
"Houston County, AL",1069,"$39,321 ",1452
"Crawford County, IA",19047,"$39,296 ",1454
"Hitchcock County, NE",31087,"$39,289 ",1455
"Caledonia County, VT",50005,"$39,282 ",1456
"Wells County, IN",18179,"$39,264 ",1457
"Decatur County, IN",18031,"$39,262 ",1458
"Moffat County, CO",8081,"$39,244 ",1459
"Bradford County, PA",42015,"$39,237 ",1460
"Clinton County, MO",29049,"$39,234 ",1461
"Blount County, TN",47009,"$39,226 ",1462
"Elmore County, AL",1051,"$39,226 ",1462
"Anderson County, TN",47001,"$39,225 ",1464
"Loving County, TX",48301,"$39,221 ",1465
"Jefferson County, IN",18077,"$39,220 ",1466
"Yuba County, CA",6115,"$39,214 ",1467
"Clearwater County, MN",27029,"$39,213 ",1468
"Jasper County, IL",17079,"$39,193 ",1469
"Meade County, SD",46093,"$39,190 ",1470
"Bosque County, TX",48035,"$39,190 ",1470
"Haywood County, NC",37087,"$39,183 ",1472
"Montgomery County, TN",47125,"$39,176 ",1473
"Bourbon County, KS",20011,"$39,174 ",1474
"Portsmouth Independent City, VA",51740,"$39,170 ",1475
"Fulton County, NY",36035,"$39,159 ",1476
"Washington County, OH",39167,"$39,140 ",1477
"Bureau County, IL",17011,"$39,139 ",1478
"Kanabec County, MN",27065,"$39,122 ",1479
"Mesa County, CO",8077,"$39,118 ",1480
"Tillamook County, OR",41057,"$39,117 ",1481
"Martin County, IN",18101,"$39,111 ",1482
"Ward County, TX",48475,"$39,107 ",1483
"Monroe County, PA",42089,"$39,104 ",1484
"Matagorda County, TX",48321,"$39,090 ",1485
"Pleasants County, WV",54073,"$39,069 ",1486
"Hall County, GA",13139,"$39,065 ",1487
"Kiowa County, KS",20097,"$39,064 ",1488
"Holmes County, OH",39075,"$39,056 ",1489
"Daviess County, IN",18027,"$39,041 ",1490
"Collingsworth County, TX",48087,"$39,032 ",1491
"Aiken County, SC",45003,"$39,030 ",1492
"Pondera County, MT",30073,"$39,017 ",1493
"Wayne County, IA",19185,"$39,013 ",1494
"Henderson County, NC",37089,"$39,002 ",1495
"Angelina County, TX",48005,"$39,002 ",1495
"Comanche County, OK",40031,"$39,001 ",1497
"Burnett, WI",55013,"$38,987 ",1498
"Marion County, IL",17121,"$38,981 ",1499
"Wayne County, PA",42127,"$38,965 ",1500
"Cochise County, AZ",4003,"$38,962 ",1501
"Fayette County, PA",42051,"$38,960 ",1502
"Garvin County, OK",40049,"$38,949 ",1503
"Hubbard County, MN",27057,"$38,935 ",1504
"Grayson County, TX",48181,"$38,932 ",1505
"Menominee County, MI",26109,"$38,931 ",1506
"Vernon Parish, LA",22115,"$38,929 ",1507
"Baylor County, TX",48023,"$38,923 ",1508
"Ravalli County, MT",30081,"$38,919 ",1509
"Mahaska County, IA",19123,"$38,917 ",1510
"Hays County, TX",48209,"$38,912 ",1511
"Dakota County, NE",31043,"$38,911 ",1512
"Wayne County, OH",39169,"$38,908 ",1513
"Richland, WI",55103,"$38,905 ",1514
"Albany County, WY",56001,"$38,898 ",1515
"Pulaski County, MO",29169,"$38,896 ",1516
"Washington County, ME",23029,"$38,895 ",1517
"Grant County, OR",41023,"$38,888 ",1518
"Allen County, OH",39003,"$38,872 ",1519
"Wyandot County, OH",39175,"$38,872 ",1519
"Mercer County, PA",42085,"$38,872 ",1519
"Johnson County, NE",31097,"$38,867 ",1522
"Oconee County, SC",45073,"$38,863 ",1523
"Douglas, WI",55031,"$38,861 ",1524
"Cumberland County, IL",17035,"$38,856 ",1525
"Montgomery County, NY",36057,"$38,853 ",1526
"Scott County, KY",21209,"$38,845 ",1527
"Sandusky County, OH",39143,"$38,843 ",1528
"Ray County, MO",29177,"$38,829 ",1529
"Stevens County, KS",20189,"$38,816 ",1530
"Kay County, OK",40071,"$38,816 ",1530
"Logan County, OH",39091,"$38,815 ",1532
"Prowers County, CO",8099,"$38,812 ",1533
"Daniels County, MT",30019,"$38,811 ",1534
"Volusia County, FL",12127,"$38,807 ",1535
"Hinds County, MS",28049,"$38,801 ",1536
"Williams County, OH",39171,"$38,784 ",1537
"Benton County, IN",18007,"$38,781 ",1538
"Hamlin County, SD",46057,"$38,770 ",1539
"Northumberland County, PA",42097,"$38,764 ",1540
"Beaufort County, NC",37013,"$38,758 ",1541
"Lubbock County, TX",48303,"$38,757 ",1542
"Van Buren County, MI",26159,"$38,752 ",1543
"Northampton County, VA",51131,"$38,733 ",1544
"Otsego County, NY",36077,"$38,727 ",1545
"Carroll County, KY",21041,"$38,716 ",1546
"Juniata County, PA",42067,"$38,715 ",1547
"Sandoval County, NM",35043,"$38,677 ",1548
"Cabell County, WV",54011,"$38,676 ",1549
"Columbia County, PA",42037,"$38,671 ",1550
"Kaufman County, TX",48257,"$38,661 ",1551
"Lafayette County, MO",29107,"$38,648 ",1552
"Jay County, IN",18075,"$38,642 ",1553
"Gwinnett County, GA",13135,"$38,638 ",1554
"Van Buren County, IA",19177,"$38,627 ",1555
"Howard County, IN",18067,"$38,610 ",1556
"Cayuga County, NY",36011,"$38,609 ",1557
"Benzie County, MI",26019,"$38,599 ",1558
"Henry County, TN",47079,"$38,593 ",1559
"Lewis County, WA",53041,"$38,586 ",1560
"Garland County, AR",5051,"$38,579 ",1561
"Lee County, IL",17103,"$38,575 ",1562
"Monroe, WI",55081,"$38,566 ",1563
"Gaston County, NC",37071,"$38,565 ",1564
"St. Helena Parish, LA",22091,"$38,564 ",1565
"Lenoir County, NC",37107,"$38,559 ",1566
"Jackson County, OK",40065,"$38,555 ",1567
"Harrison County, IN",18061,"$38,522 ",1568
"Lamar County, TX",48277,"$38,518 ",1569
"Kent County, DE",10001,"$38,498 ",1570
"Van Wert County, OH",39161,"$38,494 ",1571
"Norfolk Independent City, VA",51710,"$38,484 ",1572
"Charlotte County, FL",12015,"$38,473 ",1573
"Story County, IA",19169,"$38,469 ",1574
"Stewart County, TN",47161,"$38,469 ",1574
"Murray County, OK",40099,"$38,462 ",1576
"Musselshell County, MT",30065,"$38,443 ",1577
"Knox County, IL",17095,"$38,438 ",1578
"Shelby County, MO",29205,"$38,438 ",1578
"Marion County, WV",54049,"$38,428 ",1580
"Faribault County, MN",27043,"$38,421 ",1581
"Linn County, MO",29115,"$38,421 ",1581
"Kershaw County, SC",45055,"$38,417 ",1583
"Marshall County, IN",18099,"$38,407 ",1584
"Carlton County, MN",27017,"$38,403 ",1585
"Hawaii County, HI",15001,"$38,392 ",1586
"Marquette County, MI",26103,"$38,387 ",1587
"Nelson County, KY",21179,"$38,381 ",1588
"Randolph County, IN",18135,"$38,378 ",1589
"Adams County, CO",8001,"$38,378 ",1589
"Perkins County, SD",46105,"$38,373 ",1591
"Allegany County, MD",24001,"$38,372 ",1592
"Franklin County, KS",20059,"$38,371 ",1593
"Chenango County, NY",36017,"$38,366 ",1594
"Linn County, OR",41043,"$38,365 ",1595
"Harvey County, KS",20079,"$38,364 ",1596
"Armstrong County, TX",48011,"$38,356 ",1597
"Dinwiddie County, VA",51053,"$38,356 ",1597
"Reno County, KS",20155,"$38,345 ",1599
"Jackson County, MI",26075,"$38,331 ",1600
"Crane County, TX",48103,"$38,322 ",1601
"Caribou County, ID",16029,"$38,319 ",1602
"Robertson County, TX",48395,"$38,305 ",1603
"Livingston County, NY",36051,"$38,284 ",1604
"Saline County, AR",5125,"$38,282 ",1605
"Wilson County, NC",37195,"$38,272 ",1606
"Lake County, FL",12069,"$38,266 ",1607
"Florence County, SC",45041,"$38,258 ",1608
"Jefferson County, MO",29099,"$38,254 ",1609
"Snyder County, PA",42109,"$38,247 ",1610
"Johnson County, TX",48251,"$38,247 ",1610
"Roane County, TN",47145,"$38,234 ",1612
"Cass County, IL",17017,"$38,229 ",1613
"Jefferson County, PA",42065,"$38,222 ",1614
"Ouachita Parish, LA",22073,"$38,217 ",1615
"LaPorte County, IN",18091,"$38,216 ",1616
"Madison County, OH",39097,"$38,211 ",1617
"Maury County, TN",47119,"$38,207 ",1618
"Seneca County, OH",39147,"$38,203 ",1619
"Dyer County, TN",47045,"$38,195 ",1620
"Wood County, WV",54107,"$38,194 ",1621
"Early County, GA",13099,"$38,193 ",1622
"Venango County, PA",42121,"$38,174 ",1623
"Gentry County, MO",29075,"$38,172 ",1624
"Kankakee County, IL",17091,"$38,171 ",1625
"Marion County, OR",41047,"$38,168 ",1626
"Henry County, IA",19087,"$38,163 ",1627
"Huntington County, IN",18069,"$38,155 ",1628
"Trinity County, CA",6105,"$38,152 ",1629
"Morrison County, MN",27097,"$38,149 ",1630
"Prairie County, MT",30079,"$38,146 ",1631
"Monroe County, MO",29137,"$38,145 ",1632
"Grant County, IN",18053,"$38,134 ",1633
"Ralls County, MO",29173,"$38,133 ",1634
"Itasca County, MN",27061,"$38,125 ",1635
"McLennan County, TX",48309,"$38,125 ",1635
"Floyd County, TX",48153,"$38,116 ",1637
"St. John the Baptist Parish, LA",22095,"$38,115 ",1638
"Monroe County, IA",19135,"$38,114 ",1639
"Rutherford County, TN",47149,"$38,098 ",1640
"Washington County, CO",8121,"$38,098 ",1640
"Androscoggin County, ME",23001,"$38,091 ",1642
"Mille Lacs County, MN",27095,"$38,091 ",1642
"Calhoun County, MI",26025,"$38,086 ",1644
"Mason County, MI",26105,"$38,074 ",1645
"Marshall County, KY",21157,"$38,069 ",1646
"Greene County, TN",47059,"$38,067 ",1647
"Clark County, IL",17023,"$38,053 ",1648
"Shawano, WI",55115,"$38,050 ",1649
"Bourbon County, KY",21017,"$38,049 ",1650
"Alpena County, MI",26007,"$38,043 ",1651
"Crawford, WI",55023,"$38,041 ",1652
"Creek County, OK",40037,"$38,034 ",1653
"Steuben County, IN",18151,"$38,033 ",1654
"Robertson County, TN",47147,"$38,033 ",1654
"Livingston Parish, LA",22063,"$38,031 ",1656
"Boise County, ID",16015,"$38,027 ",1657
"San Juan County, NM",35045,"$38,007 ",1658
"Worth County, MO",29227,"$38,002 ",1659
"Latah County, ID",16057,"$37,996 ",1660
"Rockbridge County, VA",51163,"$37,989 ",1661
"Mason County, WA",53045,"$37,986 ",1662
"Brunswick County, NC",37019,"$37,971 ",1663
"Uvalde County, TX",48463,"$37,955 ",1664
"Ingham County, MI",26065,"$37,952 ",1665
"Deaf Smith County, TX",48117,"$37,947 ",1666
"Pitt County, NC",37147,"$37,943 ",1667
"Bradley County, TN",47011,"$37,941 ",1668
"Henderson County, TX",48213,"$37,941 ",1668
"Winnebago County, IA",19189,"$37,939 ",1670
"Baca County, CO",8009,"$37,935 ",1671
"Effingham County, GA",13103,"$37,934 ",1672
"Hancock County, WV",54029,"$37,934 ",1672
"Muskingum County, OH",39119,"$37,931 ",1674
"DeSoto County, MS",28033,"$37,930 ",1675
"Panola County, TX",48365,"$37,930 ",1675
"Limestone County, AL",1083,"$37,913 ",1677
"Bowie County, TX",48037,"$37,899 ",1678
"Lemhi County, ID",16059,"$37,885 ",1679
"Assumption Parish, LA",22007,"$37,880 ",1680
"Saline County, MO",29195,"$37,880 ",1680
"Seminole County, GA",13253,"$37,878 ",1682
"Penobscot County, ME",23019,"$37,876 ",1683
"Bedford County, PA",42009,"$37,873 ",1684
"Christian County, IL",17021,"$37,872 ",1685
"Mason County, IL",17125,"$37,870 ",1686
"Clark County, OH",39023,"$37,866 ",1687
"Bullitt County, KY",21029,"$37,848 ",1688
"Cumberland County, NC",37051,"$37,835 ",1689
"Lafayette County, MS",28071,"$37,825 ",1690
"Wayne County, IL",17191,"$37,824 ",1691
"Jersey County, IL",17083,"$37,822 ",1692
"Lee County, MS",28081,"$37,821 ",1693
"Polk County, OR",41053,"$37,818 ",1694
"Trumbull County, OH",39155,"$37,781 ",1695
"Nolan County, TX",48353,"$37,774 ",1696
"De Soto Parish, LA",22031,"$37,772 ",1697
"Churchill County, NV",32001,"$37,770 ",1698
"Wilbarger County, TX",48487,"$37,766 ",1699
"Warren County, MS",28149,"$37,738 ",1700
"Champaign County, OH",39021,"$37,734 ",1701
"Pike County, IL",17149,"$37,720 ",1702
"Tulare County, CA",6107,"$37,717 ",1703
"Umatilla County, OR",41059,"$37,715 ",1704
"Kern County, CA",6029,"$37,714 ",1705
"Union County, IA",19175,"$37,710 ",1706
"Allen County, KS",20001,"$37,691 ",1707
"Weber County, UT",49057,"$37,691 ",1707
"Defiance County, OH",39039,"$37,687 ",1709
"Harney County, OR",41025,"$37,685 ",1710
"Macon County, MO",29121,"$37,678 ",1711
"Genesee County, MI",26049,"$37,675 ",1712
"Winkler County, TX",48495,"$37,673 ",1713
"Cortland County, NY",36023,"$37,670 ",1714
"Perquimans County, NC",37143,"$37,667 ",1715
"Lincoln County, TN",47103,"$37,660 ",1716
"Aroostook County, ME",23003,"$37,643 ",1717
"Morgan County, IL",17137,"$37,639 ",1718
"Mason County, TX",48319,"$37,632 ",1719
"Wayne County, IN",18177,"$37,624 ",1720
"Clarion County, PA",42031,"$37,592 ",1721
"Tehama County, CA",6103,"$37,592 ",1721
"Herkimer County, NY",36043,"$37,587 ",1723
"Comanche County, KS",20033,"$37,577 ",1724
"Lyman County, SD",46085,"$37,577 ",1724
"Berkeley County, WV",54003,"$37,576 ",1726
"Lake County, OR",41037,"$37,571 ",1727
"Pickett County, TN",47137,"$37,567 ",1728
"Prince George County, VA",51149,"$37,561 ",1729
"Minidoka County, ID",16067,"$37,542 ",1730
"Sumter County, SC",45085,"$37,536 ",1731
"Madera County, CA",6039,"$37,529 ",1732
"Richland County, IL",17159,"$37,526 ",1733
"Logan County, OK",40083,"$37,519 ",1734
"Scott County, MO",29201,"$37,517 ",1735
"Huerfano County, CO",8055,"$37,502 ",1736
"Louisa County, IA",19115,"$37,500 ",1737
"Fountain County, IN",18045,"$37,496 ",1738
"Cattaraugus County, NY",36009,"$37,493 ",1739
"Lamb County, TX",48279,"$37,483 ",1740
"Montezuma County, CO",8083,"$37,481 ",1741
"Toole County, MT",30101,"$37,476 ",1742
"Red River County, TX",48387,"$37,454 ",1743
"Lowndes County, MS",28087,"$37,446 ",1744
"Lassen County, CA",6035,"$37,446 ",1744
"Hill County, TX",48217,"$37,444 ",1746
"Alleghany County, VA",51005,"$37,436 ",1747
"Houston County, TX",48225,"$37,420 ",1748
"Moore County, TN",47127,"$37,415 ",1749
"Wyoming County, NY",36121,"$37,396 ",1750
"Foard County, TX",48155,"$37,381 ",1751
"Cumberland County, NJ",34011,"$37,363 ",1752
"Palo Pinto County, TX",48363,"$37,361 ",1753
"Lee County, NC",37105,"$37,346 ",1754
"Juneau, WI",55057,"$37,345 ",1755
"Waldo County, ME",23027,"$37,334 ",1756
"North Slope Borough, AK",2185,"$37,332 ",1757
"Camas County, ID",16025,"$37,328 ",1758
"Manistee County, MI",26101,"$37,326 ",1759
"Jefferson County, FL",12065,"$37,322 ",1760
"Jasper County, TX",48241,"$37,322 ",1760
"Brooke County, WV",54009,"$37,320 ",1762
"Tallapoosa County, AL",1123,"$37,320 ",1762
"East Feliciana Parish, LA",22037,"$37,313 ",1764
"Belmont County, OH",39013,"$37,311 ",1765
"Coffee County, TN",47031,"$37,307 ",1766
"Delta County, MI",26041,"$37,306 ",1767
"Giles County, TN",47055,"$37,303 ",1768
"Adams County, ID",16003,"$37,301 ",1769
"Gasconade County, MO",29073,"$37,301 ",1769
"Franklin County, VA",51067,"$37,300 ",1771
"Darke County, OH",39037,"$37,299 ",1772
"Mason County, KY",21161,"$37,287 ",1773
"Wapello County, IA",19179,"$37,281 ",1774
