county,code,labor_force,rank
"Lincoln County, WV",54043,"7,214",2023
"Oglethorpe County, GA",13221,"7,212",2024
"Aitkin County, MN",27001,"7,195",2025
"Pike County, IL",17149,"7,192",2026
"Fulton County, PA",42057,"7,191",2027
"Jackson County, KS",20085,"7,181",2028
"Parke County, IN",18121,"7,172",2029
"Monroe County, AL",1099,"7,165",2030
"Concordia Parish, LA",22029,"7,160",2031
"Brooks County, GA",13027,"7,158",2032
"Clay County, SD",46027,"7,145",2033
"Osage County, MO",29151,"7,141",2034
"Cass County, IA",19029,"7,135",2035
"Fentress County, TN",47049,"7,132",2036
"Vermillion County, IN",18165,"7,131",2037
"Dodge County, GA",13091,"7,126",2038
"Nantucket County, MA",25019,"7,126",2038
"Benton County, MO",29015,"7,120",2040
"Harrison County, OH",39067,"7,116",2041
"Ketchikan Gateway Borough, AK",2130,"7,104",2042
"Mountrail County, ND",38061,"7,088",2043
"Chickasaw County, MS",28017,"7,075",2044
"Baker County, OR",41001,"7,070",2045
"Hamilton County, IA",19079,"7,059",2046
"Tyler County, TX",48457,"7,058",2047
"Wetzel County, WV",54103,"7,057",2048
"Atchison County, KS",20005,"7,055",2049
"Unicoi County, TN",47171,"7,044",2050
"Rusk, WI",55107,"7,038",2051
"Missaukee County, MI",26113,"7,033",2052
"Appomattox County, VA",51011,"7,022",2053
"Jackson Parish, LA",22049,"7,004",2054
"Wyoming County, WV",54109,"6,998",2055
"Lyon County, IA",19119,"6,992",2056
"Nottoway County, VA",51135,"6,985",2057
"Goshen County, WY",56015,"6,983",2058
"Scurry County, TX",48415,"6,982",2059
"Chippewa County, MN",27023,"6,969",2060
"Crockett County, TN",47033,"6,959",2061
"Newton County, IN",18111,"6,957",2062
"Pendleton County, KY",21191,"6,952",2063
"Harlan County, KY",21095,"6,948",2064
"Casey County, KY",21045,"6,943",2065
"Swain County, NC",37173,"6,941",2066
"Attala County, MS",28007,"6,938",2067
"Randolph County, AR",5121,"6,936",2068
"McIntosh County, OK",40091,"6,934",2069
"Barbour County, WV",54001,"6,927",2070
"Lawrence County, AR",5075,"6,918",2071
"Dallas County, MO",29059,"6,917",2072
"Reeves County, TX",48389,"6,917",2072
"Rabun County, GA",13241,"6,915",2074
"Warren County, NC",37185,"6,872",2075
"Wayne County, IL",17191,"6,868",2076
"Bourbon County, KS",20011,"6,860",2077
"Adair County, KY",21001,"6,854",2078
"Calhoun County, SC",45017,"6,848",2079
"Alleghany County, VA",51005,"6,842",2080
"Gilchrist County, FL",12041,"6,839",2081
"Price, WI",55099,"6,830",2082
"Williamsburg Independent City, VA",51830,"6,820",2083
"Greene County, GA",13133,"6,817",2084
"Jasper County, GA",13159,"6,811",2085
"Holmes County, FL",12059,"6,801",2086
"Nolan County, TX",48353,"6,778",2087
"Benton County, TN",47005,"6,769",2088
"Jefferson County, GA",13163,"6,760",2089
"Mingo County, WV",54059,"6,755",2090
"Smith County, MS",28129,"6,752",2091
"Freestone County, TX",48161,"6,738",2092
"Franklin County, ID",16041,"6,723",2093
"Menard County, IL",17129,"6,723",2093
"Buchanan County, VA",51027,"6,703",2095
"Rockcastle County, KY",21203,"6,702",2096
"Henry County, AL",1067,"6,697",2097
"Shelby County, IA",19165,"6,678",2098
"Morgan County, OH",39115,"6,675",2099
"Falls County, TX",48145,"6,669",2100
"Washington County, AL",1129,"6,656",2101
"White County, IL",17193,"6,645",2102
"Buffalo, WI",55011,"6,626",2103
"Clay County, IL",17025,"6,623",2104
"Love County, OK",40085,"6,607",2105
"Archuleta County, CO",8007,"6,593",2106
"Phillips County, AR",5107,"6,574",2107
"Stone County, MS",28131,"6,570",2108
"Wright County, IA",19197,"6,552",2109
"Marshall County, OK",40095,"6,548",2110
"Letcher County, KY",21133,"6,541",2111
"Fayette County, AL",1057,"6,529",2112
"Pecos County, TX",48371,"6,515",2113
"Millard County, UT",49027,"6,508",2114
"Lewis County, WV",54041,"6,508",2114
"Grundy County, IA",19075,"6,501",2116
"Marion County, AR",5089,"6,495",2117
"Watonwan County, MN",27165,"6,491",2118
"Socorro County, NM",35053,"6,490",2119
"Ford County, IL",17053,"6,483",2120
"Dimmit County, TX",48127,"6,480",2121
"Pike County, IN",18125,"6,477",2122
"Pemiscot County, MO",29155,"6,474",2123
"Lake County, SD",46079,"6,472",2124
"Kodiak Island Borough, AK",2150,"6,447",2125
"Union County, IA",19175,"6,430",2126
"Murray County, OK",40099,"6,428",2127
"Karnes County, TX",48255,"6,424",2128
"Crenshaw County, AL",1041,"6,417",2129
"Lee County, SC",45061,"6,414",2130
"Buckingham County, VA",51029,"6,406",2131
"Chickasaw County, IA",19037,"6,399",2132
"Mason County, IL",17125,"6,375",2133
"Pope County, MN",27121,"6,371",2134
"Washington County, KY",21229,"6,365",2135
"Pulaski County, IN",18131,"6,357",2136
"Custer County, NE",31041,"6,335",2137
"Willacy County, TX",48489,"6,303",2138
"Allen County, KS",20001,"6,298",2139
"Gogebic County, MI",26053,"6,286",2140
"Page County, IA",19145,"6,284",2141
"Las Animas County, CO",8071,"6,277",2142
"Russell County, KY",21207,"6,273",2143
"Marion County, KS",20115,"6,267",2144
"Poquoson Independent City, VA",51735,"6,247",2145
"Idaho County, ID",16049,"6,246",2146
"Amelia County, VA",51007,"6,246",2146
"Cannon County, TN",47015,"6,235",2148
"Blanco County, TX",48031,"6,217",2149
"Prowers County, CO",8099,"6,216",2150
"Custer County, MT",30017,"6,202",2151
"Union County, KY",21225,"6,191",2152
"La Salle Parish, LA",22059,"6,172",2153
"Leon County, TX",48289,"6,160",2154
"Jeff Davis County, GA",13161,"6,159",2155
"Fleming County, KY",21069,"6,159",2155
"Hancock County, IA",19081,"6,158",2157
"Cass County, IL",17017,"6,157",2158
"Wayne County, TN",47181,"6,157",2158
"Calhoun County, MS",28013,"6,130",2160
"McIntosh County, GA",13191,"6,120",2161
"Mitchell County, NC",37121,"6,114",2162
"Jasper County, MS",28061,"6,100",2163
"Cumberland County, IL",17035,"6,096",2164
"Arenac County, MI",26011,"6,095",2165
"Van Buren County, AR",5141,"6,089",2166
"Teton County, ID",16081,"6,088",2167
"Sequatchie County, TN",47153,"6,087",2168
"Cherokee County, IA",19035,"6,082",2169
"Craig County, OK",40035,"6,082",2169
"Appanoose County, IA",19007,"6,058",2171
"Richland County, MT",30083,"6,058",2171
"Sharp County, AR",5135,"6,054",2173
"Louisa County, IA",19115,"6,053",2174
"Neosho County, KS",20133,"6,053",2174
"Lawrence County, IL",17101,"6,042",2176
"Dent County, MO",29065,"6,040",2177
"Clarke County, MS",28023,"6,033",2178
"Monroe County, WV",54063,"6,029",2179
"Koochiching County, MN",27071,"6,026",2180
"Gulf County, FL",12045,"6,024",2181
"Hale County, AL",1065,"6,007",2182
"Brunswick County, VA",51025,"6,006",2183
"Mississippi County, MO",29133,"5,972",2184
"Grand County, UT",49019,"5,971",2185
"Larue County, KY",21123,"5,967",2186
"Greene County, IL",17061,"5,965",2187
"Howard County, AR",5061,"5,952",2188
"Jackson County, AR",5067,"5,916",2189
"Rock County, MN",27133,"5,912",2190
"Clay County, AR",5021,"5,908",2191
"Claiborne Parish, LA",22027,"5,877",2192
"Massac County, IL",17127,"5,875",2193
"Grant County, WV",54023,"5,873",2194
"Ramsey County, ND",38071,"5,872",2195
"Trigg County, KY",21221,"5,863",2196
"Morrow County, OR",41049,"5,856",2197
"Clear Creek County, CO",8019,"5,853",2198
"Callahan County, TX",48059,"5,843",2199
"Webster County, KY",21233,"5,839",2200
"Wadena County, MN",27159,"5,831",2201
"Hardy County, WV",54031,"5,828",2202
"San Juan County, UT",49037,"5,820",2203
"Red Willow County, NE",31145,"5,805",2204
"Dixie County, FL",12029,"5,800",2205
"Holmes County, MS",28051,"5,789",2206
"Fergus County, MT",30027,"5,789",2206
"Noble County, OK",40103,"5,784",2208
"Jackson County, MN",27063,"5,779",2209
"Franklin County, IA",19069,"5,773",2210
"Mitchell County, IA",19131,"5,765",2211
"Crawford County, GA",13079,"5,758",2212
"Cleburne County, AL",1029,"5,742",2213
"Glacier County, MT",30035,"5,741",2214
"Holt County, NE",31089,"5,738",2215
"Choctaw County, OK",40023,"5,731",2216
"Yuma County, CO",8125,"5,726",2217
"Clay County, AL",1027,"5,721",2218
"Lamar County, AL",1075,"5,703",2219
"Cedar County, MO",29039,"5,667",2220
"Rains County, TX",48379,"5,666",2221
"Colfax County, NM",35007,"5,663",2222
"Sevier County, AR",5133,"5,650",2223
"Walsh County, ND",38099,"5,647",2224
"Jefferson County, MT",30043,"5,645",2225
"Clay County, KY",21051,"5,640",2226
"Cottonwood County, MN",27033,"5,636",2227
"Wayne County, NE",31179,"5,635",2228
"Jones County, TX",48253,"5,635",2228
"Tallahatchie County, MS",28135,"5,631",2230
"Bienville Parish, LA",22013,"5,629",2231
"Chowan County, NC",37041,"5,617",2232
"Wabash County, IL",17185,"5,596",2233
"Guthrie County, IA",19077,"5,596",2233
"Lake County, MN",27075,"5,591",2235
"Little River County, AR",5081,"5,591",2235
"Montgomery County, MO",29139,"5,582",2237
"Owen County, KY",21187,"5,581",2238
"Nemaha County, KS",20131,"5,580",2239
"Box Butte County, NE",31013,"5,566",2240
"Colfax County, NE",31037,"5,546",2241
"Ward County, TX",48475,"5,546",2241
"Big Horn County, MT",30003,"5,534",2243
"Stevens County, MN",27149,"5,526",2244
"Ralls County, MO",29173,"5,520",2245
"Barnes County, ND",38003,"5,519",2246
"Ben Hill County, GA",13017,"5,511",2247
"Todd County, KY",21219,"5,502",2248
"Marshall County, MN",27089,"5,498",2249
"Marshall County, KS",20117,"5,490",2250
"Torrance County, NM",35057,"5,484",2251
"Marshall County, IL",17123,"5,470",2252
"Essex County, VA",51057,"5,470",2252
"Caldwell County, KY",21033,"5,467",2254
"Juab County, UT",49023,"5,466",2255
"Vinton County, OH",39163,"5,464",2256
"Desha County, AR",5041,"5,453",2257
"Crawford County, MI",26039,"5,451",2258
"Zapata County, TX",48505,"5,445",2259
"Rio Grande County, CO",8105,"5,445",2259
"Jefferson County, FL",12065,"5,444",2261
"Emmet County, IA",19063,"5,441",2262
"Washita County, OK",40149,"5,437",2263
"Wayne County, MO",29223,"5,436",2264
"Hughes County, OK",40063,"5,435",2265
"Pamlico County, NC",37137,"5,416",2266
"Carbon County, MT",30009,"5,411",2267
"Greene County, IA",19073,"5,409",2268
"Rice County, KS",20159,"5,406",2269
"Northampton County, VA",51131,"5,403",2270
"San Miguel County, CO",8113,"5,397",2271
"Big Horn County, WY",56003,"5,396",2272
"Estill County, KY",21065,"5,383",2273
"Bollinger County, MO",29017,"5,382",2274
"Live Oak County, TX",48297,"5,376",2275
"Blackford County, IN",18009,"5,372",2276
"Madison County, MO",29123,"5,367",2277
"Trinity County, TX",48455,"5,366",2278
"Braxton County, WV",54007,"5,366",2278
"Northumberland County, VA",51133,"5,364",2280
"Sac County, IA",19161,"5,358",2281
"Yellow Medicine County, MN",27173,"5,345",2282
"West Feliciana Parish, LA",22125,"5,330",2283
"Morgan County, UT",49029,"5,328",2284
"Brown County, KS",20013,"5,327",2285
"Newton County, TX",48351,"5,312",2286
"Comanche County, TX",48093,"5,288",2287
"Mackinac County, MI",26097,"5,282",2288
"Screven County, GA",13251,"5,275",2289
"Humboldt County, IA",19091,"5,273",2290
"Candler County, GA",13043,"5,270",2291
"Butler County, KY",21031,"5,257",2292
"Charlotte County, VA",51037,"5,250",2293
"Terry County, TX",48445,"5,245",2294
"Gates County, NC",37073,"5,239",2295
"Martinsville Independent City, VA",51690,"5,235",2296
"Bamberg County, SC",45009,"5,230",2297
"Skamania County, WA",53059,"5,218",2298
"Red River County, TX",48387,"5,215",2299
"Iron County, MI",26071,"5,213",2300
"Atoka County, OK",40005,"5,211",2301
"Stewart County, TN",47161,"5,203",2302
"Lunenburg County, VA",51111,"5,198",2303
"Lamb County, TX",48279,"5,194",2304
"Middlesex County, VA",51119,"5,194",2304
"Keokuk County, IA",19107,"5,192",2306
"Winnebago County, IA",19189,"5,190",2307
"Presque Isle County, MI",26141,"5,190",2307
"Owyhee County, ID",16073,"5,178",2309
"Linn County, MO",29115,"5,169",2310
"Dawes County, NE",31045,"5,158",2311
"Lancaster County, VA",51103,"5,153",2312
"Monroe County, OH",39111,"5,152",2313
"Heard County, GA",13149,"5,143",2314
"Green County, KY",21087,"5,137",2315
"Boundary County, ID",16021,"5,135",2316
"Ripley County, MO",29181,"5,134",2317
"Deer Lodge County, MT",30023,"5,134",2317
"Valley County, ID",16085,"5,131",2319
"Cheyenne County, NE",31033,"5,127",2320
"Lawrence County, KY",21127,"5,123",2321
"Powell County, KY",21197,"5,120",2322
"Howard County, IA",19089,"5,119",2323
"Perquimans County, NC",37143,"5,117",2324
"Roane County, WV",54087,"5,117",2324
"Barton County, MO",29011,"5,116",2326
"Martin County, IN",18101,"5,114",2327
"Dooly County, GA",13093,"5,105",2328
"McLean County, ND",38055,"5,103",2329
"Bacon County, GA",13005,"5,091",2330
"Beaverhead County, MT",30001,"5,060",2331
"Winn Parish, LA",22127,"5,059",2332
"Lewis County, MO",29111,"5,056",2333
"Swift County, MN",27151,"5,045",2334
"Glades County, FL",12043,"5,043",2335
"Shoshone County, ID",16079,"5,041",2336
"Camp County, TX",48063,"5,040",2337
"DeKalb County, MO",29063,"5,031",2338
"Butte County, SD",46019,"5,019",2339
"Sumter County, AL",1119,"5,016",2340
"Walthall County, MS",28147,"5,008",2341
"Meigs County, TN",47121,"5,007",2342
"Yalobusha County, MS",28161,"5,005",2343
"McDowell County, WV",54047,"4,997",2344
"Trinity County, CA",6105,"4,991",2345
"Howard County, MO",29089,"4,987",2346
"Johnston County, OK",40069,"4,986",2347
"Montgomery County, IA",19137,"4,985",2348
"Douglas County, MO",29067,"4,971",2349
"Switzerland County, IN",18155,"4,961",2350
"Lincoln County, WA",53043,"4,955",2351
"Wilbarger County, TX",48487,"4,950",2352
"Lewis County, TN",47101,"4,945",2353
"Calhoun County, FL",12013,"4,933",2354
"Pratt County, KS",20151,"4,931",2355
"Lewis County, KY",21135,"4,930",2356
"Woods County, OK",40151,"4,928",2357
"Crawford County, IN",18025,"4,923",2358
"Evans County, GA",13109,"4,921",2359
"Carroll County, KY",21041,"4,919",2360
"Parmer County, TX",48369,"4,913",2361
"Pipestone County, MN",27117,"4,909",2362
"Phelps County, NE",31137,"4,908",2363
"Izard County, AR",5065,"4,908",2363
"Palo Alto County, IA",19147,"4,905",2365
"Murray County, MN",27101,"4,898",2366
"Valdez-Cordova Borough, AK",2261,"4,898",2366
"McCreary County, KY",21147,"4,886",2368
"Edmonson County, KY",21061,"4,884",2369
"Rolette County, ND",38079,"4,883",2370
"Union County, FL",12125,"4,876",2371
"Monroe County, KY",21171,"4,857",2372
"Grundy County, TN",47061,"4,851",2373
"Charlton County, GA",13049,"4,841",2374
"Stillwater County, MT",30095,"4,839",2375
"Stone County, AR",5137,"4,827",2376
"Roberts County, SD",46109,"4,812",2377
"Bullock County, AL",1011,"4,812",2377
"Noble County, OH",39121,"4,806",2379
"Sanders County, MT",30089,"4,805",2380
"Washington County, NC",37187,"4,805",2380
"Duval County, TX",48131,"4,803",2382
"Telfair County, GA",13271,"4,800",2383
"Clay County, TX",48077,"4,797",2384
"Platte County, WY",56031,"4,783",2385
"Pushmataha County, OK",40127,"4,774",2386
"Franklin County, FL",12037,"4,770",2387
"Macon County, GA",13193,"4,763",2388
"Clarke County, IA",19039,"4,763",2388
"Bath County, KY",21011,"4,755",2390
"Grundy County, MO",29079,"4,744",2391
"Pend Oreille County, WA",53051,"4,734",2392
"Fulton County, AR",5049,"4,732",2393
"Lake County, CO",8065,"4,731",2394
"Carroll County, MO",29033,"4,716",2395
"Cuming County, NE",31039,"4,714",2396
"Turner County, SD",46125,"4,706",2397
"Knox County, NE",31107,"4,691",2398
"Dawson County, MT",30021,"4,687",2399
"Camden County, NC",37029,"4,680",2400
"Madison County, TX",48313,"4,669",2401
"Decatur County, TN",47039,"4,656",2402
"Dawson County, TX",48115,"4,656",2402
"Traill County, ND",38097,"4,654",2404
"Morris County, TX",48343,"4,653",2405
"Morgan County, KY",21175,"4,644",2406
"Lawrence County, MS",28077,"4,643",2407
"Hamilton County, NE",31081,"4,638",2408
"Cumberland County, VA",51049,"4,634",2409
"Clearwater County, MN",27029,"4,631",2410
"Nowata County, OK",40105,"4,618",2411
"Washington County, ID",16087,"4,611",2412
"Kit Carson County, CO",8063,"4,606",2413
"Tunica County, MS",28143,"4,597",2414
"Roosevelt County, MT",30085,"4,597",2414
"Jackson County, TN",47087,"4,586",2416
"Blaine County, OK",40011,"4,585",2417
"Bleckley County, GA",13023,"4,581",2418
"Knott County, KY",21119,"4,576",2419
"White Pine County, NV",32033,"4,572",2420
"Runnels County, TX",48399,"4,563",2421
"Early County, GA",13099,"4,555",2422
"Keith County, NE",31101,"4,553",2423
"Butler County, NE",31023,"4,544",2424
"Summers County, WV",54089,"4,537",2425
"Franklin County, TX",48159,"4,533",2426
"Jasper County, IL",17079,"4,520",2427
"Monona County, IA",19133,"4,520",2427
"Mercer County, ND",38057,"4,520",2427
"Benton County, IN",18007,"4,510",2430
"Amite County, MS",28005,"4,509",2431
"Ochiltree County, TX",48357,"4,504",2432
"Jones County, NC",37103,"4,497",2433
"Grant County, SD",46051,"4,477",2434
"Okfuskee County, OK",40107,"4,473",2435
"Caldwell County, MO",29025,"4,465",2436
"Cedar County, NE",31027,"4,452",2437
"Sitka Borough, AK",2220,"4,449",2438
"Conecuh County, AL",1035,"4,446",2439
"Hamilton County, FL",12047,"4,438",2440
"Perry County, MS",28111,"4,430",2441
"Scott County, AR",5127,"4,423",2442
"Ritchie County, WV",54085,"4,419",2443
"Hamilton County, IL",17065,"4,416",2444
"Dickenson County, VA",51051,"4,408",2445
"McLean County, KY",21149,"4,401",2446
"St. Helena Parish, LA",22091,"4,386",2447
"Bradley County, AR",5011,"4,379",2448
"Greene County, MS",28041,"4,372",2449
"Haskell County, OK",40061,"4,372",2449
"Lucas County, IA",19117,"4,364",2451
"Linn County, KS",20107,"4,355",2452
"Decatur County, IA",19053,"4,351",2453
"Marion County, TX",48315,"4,350",2454
"Coosa County, AL",1037,"4,348",2455
"Choctaw County, AL",1023,"4,336",2456
"Madison County, MT",30057,"4,329",2457
"Alleghany County, NC",37005,"4,324",2458
"Bledsoe County, TN",47007,"4,317",2459
"Calhoun County, IA",19025,"4,301",2460
"Pike County, AR",5109,"4,285",2461
"Greensville County, VA",51081,"4,280",2462
"Thomas County, KS",20193,"4,266",2463
"Pepin, WI",55091,"4,260",2464
"Emery County, UT",49015,"4,255",2465
"Davis County, IA",19051,"4,254",2466
"Doniphan County, KS",20043,"4,253",2467
"Sublette County, WY",56035,"4,252",2468
"Worth County, IA",19195,"4,219",2469
"Somervell County, TX",48425,"4,218",2470
"Jefferson Davis County, MS",28065,"4,217",2471
"Jackson County, KY",21109,"4,203",2472
"Richardson County, NE",31147,"4,203",2472
"La Salle County, TX",48283,"4,203",2472
"Perry County, AR",5105,"4,202",2475
"Johnson County, WY",56019,"4,196",2476
"Valley County, MT",30105,"4,188",2477
"Metcalfe County, KY",21169,"4,176",2478
"Montgomery County, MS",28097,"4,173",2479
"Jefferson County, NE",31095,"4,166",2480
"Atkinson County, GA",13003,"4,160",2481
"Pulaski County, GA",13235,"4,149",2482
"Anderson County, KS",20003,"4,144",2483
"Adair County, IA",19001,"4,143",2484
"Crittenden County, KY",21055,"4,139",2485
"Coffey County, KS",20031,"4,124",2486
"Pocahontas County, IA",19151,"4,118",2487
"Washakie County, WY",56043,"4,115",2488
"Pierce County, NE",31139,"4,104",2489
"Sierra County, NM",35051,"4,094",2490
"Archer County, TX",48009,"4,093",2491
"Mathews County, VA",51115,"4,093",2491
"Nome Borough, AK",2180,"4,089",2493
"Hancock County, KY",21091,"4,087",2494
"Johnson County, IL",17087,"4,084",2495
"Forest, WI",55041,"4,063",2496
"Dallam County, TX",48111,"4,056",2497
"Warren County, IN",18171,"4,043",2498
"Cameron Parish, LA",22023,"4,036",2499
"Lincoln County, AR",5079,"4,036",2499
"Rosebud County, MT",30087,"4,035",2501
"Daviess County, MO",29061,"4,031",2502
"Stephens County, TX",48429,"4,030",2503
"Ida County, IA",19093,"4,029",2504
"West Carroll Parish, LA",22123,"4,019",2505
"Custer County, SD",46033,"4,014",2506
"Major County, OK",40093,"4,011",2507
"Johnson County, GA",13167,"4,003",2508
"Wilson County, KS",20205,"3,998",2509
"Merrick County, NE",31121,"3,998",2509
"Benewah County, ID",16009,"3,993",2511
"Grand Isle County, VT",50013,"3,993",2511
"Greenlee County, AZ",4011,"3,992",2513
"Monroe County, MO",29137,"3,985",2514
"Moody County, SD",46101,"3,983",2515
"Oregon County, MO",29149,"3,971",2516
"Trousdale County, TN",47169,"3,971",2516
"Clay County, NC",37043,"3,958",2518
"Power County, ID",16077,"3,952",2519
"Kiowa County, OK",40075,"3,948",2520
"Gallatin County, KY",21077,"3,947",2521
"Breathitt County, KY",21025,"3,942",2522
"Jack County, TX",48237,"3,930",2523
"Noxubee County, MS",28103,"3,923",2524
"Brewster County, TX",48043,"3,921",2525
"Conejos County, CO",8021,"3,920",2526
"Sussex County, VA",51183,"3,917",2527
"Trimble County, KY",21223,"3,915",2528
"Webster County, MS",28155,"3,908",2529
"Monroe County, IA",19135,"3,900",2530
"Cloud County, KS",20029,"3,895",2531
"Doddridge County, WV",54017,"3,894",2532
"Richmond County, VA",51159,"3,893",2533
"Bracken County, KY",21023,"3,878",2534
"Clinton County, KY",21053,"3,877",2535
"Lanier County, GA",13173,"3,874",2536
"Charles Mix County, SD",46023,"3,867",2537
"Caldwell Parish, LA",22021,"3,866",2538
"Harrison County, MO",29081,"3,863",2539
"Red River Parish, LA",22081,"3,862",2540
"Aleutians West Borough, AK",2016,"3,861",2541
"Maries County, MO",29125,"3,860",2542
"Alcona County, MI",26001,"3,855",2543
"Wilkinson County, GA",13319,"3,845",2544
"Towns County, GA",13281,"3,839",2545
"Wilkes County, GA",13317,"3,836",2546
"Fremont County, IA",19071,"3,833",2547
"Clay County, KS",20027,"3,825",2548
"Madison Parish, LA",22065,"3,823",2549
"Yoakum County, TX",48501,"3,818",2550
"Caribou County, ID",16029,"3,814",2551
"Montgomery County, GA",13209,"3,811",2552
"St. Clair County, MO",29185,"3,789",2553
"Chariton County, MO",29041,"3,780",2554
"Lake County, MI",26085,"3,772",2555
"Charles City County, VA",51036,"3,772",2555
"Weston County, WY",56045,"3,771",2557
"Kane County, UT",49025,"3,770",2558
"Livingston County, KY",21139,"3,766",2559
"King and Queen County, VA",51097,"3,766",2559
"Terrell County, GA",13273,"3,759",2561
"Lowndes County, AL",1085,"3,750",2562
"Rappahannock County, VA",51157,"3,745",2563
"Pocahontas County, WV",54075,"3,742",2564
"Kearney County, NE",31099,"3,740",2565
"Prairie County, AR",5117,"3,732",2566
"Van Buren County, IA",19177,"3,724",2567
"Zavala County, TX",48507,"3,719",2568
"Surry County, VA",51181,"3,708",2569
"McCulloch County, TX",48307,"3,703",2570
"Hickory County, MO",29085,"3,691",2571
"Crook County, WY",56011,"3,679",2572
"Choctaw County, MS",28019,"3,677",2573
"Pendleton County, WV",54071,"3,672",2574
"North Slope Borough, AK",2185,"3,670",2575
"Ballard County, KY",21007,"3,650",2576
"Henderson County, IL",17071,"3,643",2577
"Wabaunsee County, KS",20197,"3,637",2578
"Union County, IN",18161,"3,624",2579
"Nevada County, AR",5099,"3,615",2580
"Hamilton County, TX",48193,"3,607",2581
"Hutchinson County, SD",46067,"3,602",2582
"Carroll County, MS",28015,"3,597",2583
"Gilpin County, CO",8047,"3,594",2584
"Oglala Lakota, SD",46102,"3,586",2585
"Osceola County, IA",19143,"3,579",2586
"Nemaha County, NE",31127,"3,579",2586
"Lincoln County, GA",13181,"3,578",2588
"Pembina County, ND",38067,"3,575",2589
"Wilkin County, MN",27167,"3,574",2590
"Gentry County, MO",29075,"3,572",2591
"Lake County, OR",41037,"3,545",2592
"Dade County, MO",29057,"3,544",2593
"Sabine County, TX",48403,"3,538",2594
"Antelope County, NE",31003,"3,531",2595
"Lac qui Parle County, MN",27073,"3,528",2596
"Ozark County, MO",29153,"3,527",2597
"Kemper County, MS",28069,"3,511",2598
"Chicot County, AR",5017,"3,505",2599
"Russell County, KS",20167,"3,501",2600
"Iron County, MO",29093,"3,486",2601
"Moore County, TN",47127,"3,484",2602
"Franklin Independent City, VA",51620,"3,484",2602
"Grant County, KS",20067,"3,478",2604
"Burt County, NE",31021,"3,477",2605
"Lemhi County, ID",16059,"3,472",2606
"Nicholas County, KY",21181,"3,455",2607
"Mitchell County, KS",20123,"3,452",2608
"Catahoula Parish, LA",22025,"3,449",2609
"Stanton County, NE",31167,"3,445",2610
"Tyler County, WV",54095,"3,442",2611
"Kingman County, KS",20095,"3,440",2612
"Harney County, OR",41025,"3,438",2613
"Gray County, KS",20069,"3,422",2614
"Marion County, GA",13197,"3,421",2615
"Latimer County, OK",40077,"3,419",2616
"Norman County, MN",27107,"3,408",2617
"Saguache County, CO",8109,"3,404",2618
"Perry County, AL",1105,"3,402",2619
"Tucker County, WV",54093,"3,396",2620
"McCormick County, SC",45065,"3,385",2621
"Cherry County, NE",31031,"3,381",2622
"Newton County, AR",5101,"3,380",2623
"Schoolcraft County, MI",26153,"3,370",2624
"Webster County, WV",54101,"3,362",2625
"Wallowa County, OR",41063,"3,359",2626
"Castro County, TX",48069,"3,358",2627
"McHenry County, ND",38049,"3,339",2628
"Alger County, MI",26003,"3,336",2629
"Lincoln County, MN",27081,"3,321",2630
"Buena Vista Independent City, VA",51530,"3,316",2631
"Martin County, KY",21159,"3,315",2632
"Cleveland County, AR",5025,"3,315",2632
"Turner County, GA",13287,"3,305",2634
"Howard County, NE",31093,"3,291",2635
"Schuyler County, IL",17169,"3,286",2636
"Grant County, MN",27051,"3,281",2637
"Irwin County, GA",13155,"3,280",2638
"Tillman County, OK",40141,"3,263",2639
"Clay County, NE",31035,"3,259",2640
"Goliad County, TX",48175,"3,244",2641
"Perry County, TN",47135,"3,242",2642
"Taylor County, IA",19173,"3,237",2643
"Winkler County, TX",48495,"3,235",2644
"Modoc County, CA",6049,"3,230",2645
"Spink County, SD",46115,"3,227",2646
"Ohio County, IN",18115,"3,213",2647
"Greenwood County, KS",20073,"3,211",2648
"Quay County, NM",35037,"3,211",2648
"Dunn County, ND",38025,"3,211",2648
"Jenkins County, GA",13165,"3,206",2651
"Houston County, TN",47083,"3,205",2652
"Boise County, ID",16015,"3,200",2653
"Shannon County, MO",29203,"3,199",2654
"Cook County, MN",27031,"3,194",2655
"Audubon County, IA",19009,"3,176",2656
"Clay County, WV",54015,"3,175",2657
"Baraga County, MI",26013,"3,173",2658
"Graham County, NC",37075,"3,172",2659
"Lander County, NV",32015,"3,171",2660
"Todd County, SD",46121,"3,168",2661
"Hamlin County, SD",46057,"3,163",2662
"Grant County, OR",41023,"3,162",2663
"Clark County, MO",29045,"3,160",2664
"McCook County, SD",46087,"3,151",2665
"Bottineau County, ND",38009,"3,147",2666
"Seminole County, GA",13253,"3,124",2667
"Fillmore County, NE",31059,"3,120",2668
"Magoffin County, KY",21153,"3,119",2669
"Refugio County, TX",48391,"3,112",2670
"Lyon County, KY",21143,"3,107",2671
"Beaver County, UT",49001,"3,093",2672
"Clay County, TN",47027,"3,084",2673
"Coleman County, TX",48083,"3,070",2674
"Montgomery County, AR",5097,"3,069",2675
"Ottawa County, KS",20143,"3,060",2676
"Carson County, TX",48065,"3,060",2676
"Reynolds County, MO",29179,"3,056",2678
"Benton County, MS",28009,"3,054",2679
"Washington County, CO",8121,"3,054",2679
"Shelby County, MO",29205,"3,047",2681
"Beaver County, OK",40007,"3,046",2682
"Clearwater County, ID",16035,"3,039",2683
