county,code,median_age,rank
"Osceola County, IA",19143,44.3,736
"Barber County, KS",20007,44.3,736
"Kanabec County, MN",27065,44.3,736
"Valley County, MT",30105,44.3,736
"Davie County, NC",37059,44.3,736
"Bradford County, PA",42015,44.3,736
"Washington County, PA",42125,44.3,736
"Fentress County, TN",47049,44.3,736
"Hancock County, TN",47067,44.3,736
"Lavaca County, TX",48285,44.3,736
"Amelia County, VA",51007,44.3,736
"Gloucester County, VA",51073,44.3,736
"Powhatan County, VA",51145,44.3,736
"Smyth County, VA",51173,44.3,736
"Island County, WA",53029,44.3,736
"McDowell County, WV",54047,44.3,736
"Lamar County, AL",1075,44.3,736
"Fremont County, CO",8043,44.3,736
"Chickasaw County, IA",19037,44.2,759
"Hancock County, IA",19081,44.2,759
"Dorchester County, MD",24019,44.2,759
"Swift County, MN",27151,44.2,759
"Geauga County, OH",39055,44.2,759
"Northumberland County, PA",42097,44.2,759
"Newport County, RI",44005,44.2,759
"Spink County, SD",46115,44.2,759
"Grainger County, TN",47057,44.2,759
"Hall County, TX",48191,44.2,759
"Roane County, WV",54087,44.2,759
"Clay County, GA",13061,44.1,770
"Hancock County, GA",13141,44.1,770
"Morgan County, GA",13211,44.1,770
"Edgar County, IL",17045,44.1,770
"Keokuk County, IA",19107,44.1,770
"Menifee County, KY",21165,44.1,770
"Wilkin County, MN",27167,44.1,770
"Iron County, MO",29093,44.1,770
"Butler County, NE",31023,44.1,770
"Chenango County, NY",36017,44.1,770
"Rockingham County, NC",37157,44.1,770
"Rutherford County, NC",37161,44.1,770
"Wilkes County, NC",37193,44.1,770
"Belmont County, OH",39013,44.1,770
"Alfalfa County, OK",40003,44.1,770
"Mercer County, PA",42085,44.1,770
"Schuylkill County, PA",42107,44.1,770
"Bristol County, RI",44001,44.1,770
"Archer County, TX",48009,44.1,770
"Russell County, VA",51167,44.1,770
"Barron, WI",55005,44.1,770
"Winston County, AL",1133,44.1,770
"Skagway Borough, AK",2230,44.1,770
"Garland County, AR",5051,44.1,770
"Polk County, AR",5113,44.1,770
"Taliaferro County, GA",13265,44,795
"Massac County, IL",17127,44,795
"Harrison County, IA",19085,44,795
"Page County, IA",19145,44,795
"Wilson County, KS",20205,44,795
"Green County, KY",21087,44,795
"Kennebec County, ME",23011,44,795
"Pine County, MN",27115,44,795
"Montgomery County, MO",29139,44,795
"Cuming County, NE",31039,44,795
"Avery County, NC",37011,44,795
"Fulton County, PA",42057,44,795
"Grant County, SD",46051,44,795
"Carter County, TN",47019,44,795
"Greene County, TN",47059,44,795
"Louisa County, VA",51109,44,795
"New Kent County, VA",51127,44,795
"Conecuh County, AL",1035,44,795
"Clay County, AR",5021,44,795
"Nevada County, AR",5099,44,795
"Wayne County, IA",19185,43.9,815
"Wabasha County, MN",27157,43.9,815
"Maries County, MO",29125,43.9,815
"Mercer County, MO",29129,43.9,815
"Perkins County, NE",31135,43.9,815
"Tioga County, NY",36107,43.9,815
"Madison County, NC",37115,43.9,815
"Ellis County, OK",40045,43.9,815
"Clearfield County, PA",42033,43.9,815
"Washington County, RI",44009,43.9,815
"Turner County, SD",46125,43.9,815
"Meigs County, TN",47121,43.9,815
"Burnet County, TX",48053,43.9,815
"Colorado County, TX",48089,43.9,815
"McCulloch County, TX",48307,43.9,815
"Montague County, TX",48337,43.9,815
"Amherst County, VA",51009,43.9,815
"Wythe County, VA",51197,43.9,815
"Pleasants County, WV",54073,43.9,815
"Ozaukee, WI",55089,43.9,815
"Marion County, AL",1093,43.9,815
"Franklin County, FL",12037,43.8,836
"Jones County, IA",19105,43.8,836
"Ellsworth County, KS",20053,43.8,836
"Mitchell County, KS",20123,43.8,836
"Queen Anne's County, MD",24035,43.8,836
"Tuscola County, MI",26157,43.8,836
"Crow Wing County, MN",27035,43.8,836
"Henry County, MO",29083,43.8,836
"Merrick County, NE",31121,43.8,836
"Rockingham, NH",33015,43.8,836
"Sussex County, NJ",34037,43.8,836
"Morgan County, OH",39115,43.8,836
"Trumbull County, OH",39155,43.8,836
"Jefferson County, PA",42065,43.8,836
"Horry County, SC",45051,43.8,836
"Hawkins County, TN",47073,43.8,836
"Delta County, TX",48119,43.8,836
"Kewaunee, WI",55061,43.8,836
"Weston County, WY",56045,43.8,836
"Woodruff County, AR",5147,43.8,836
"Crawford County, GA",13079,43.7,856
"Union County, IL",17181,43.7,856
"Butler County, IA",19023,43.7,856
"Mitchell County, IA",19131,43.7,856
"Jefferson County, KS",20087,43.7,856
"Norton County, KS",20137,43.7,856
"Pawnee County, KS",20145,43.7,856
"Rooks County, KS",20163,43.7,856
"Clark County, MO",29045,43.7,856
"Cherry County, NE",31031,43.7,856
"Custer County, NE",31041,43.7,856
"Lyon County, NV",32019,43.7,856
"Torrance County, NM",35057,43.7,856
"Clatsop County, OR",41007,43.7,856
"Wyoming County, PA",42131,43.7,856
"Kent County, RI",44003,43.7,856
"Union County, SC",45087,43.7,856
"Bon Homme County, SD",46009,43.7,856
"Henderson County, TX",48213,43.7,856
"Roanoke County, VA",51161,43.7,856
"Tazewell County, VA",51185,43.7,856
"Wood, WI",55141,43.7,856
"Park County, WY",56029,43.7,856
"Clay County, AL",1027,43.7,856
"Chicot County, AR",5017,43.7,856
"Perry County, AR",5105,43.7,856
"Bureau County, IL",17011,43.6,882
"Edwards County, IL",17047,43.6,882
"Marshall County, MN",27089,43.6,882
"Knox County, MO",29103,43.6,882
"Blaine County, NE",31009,43.6,882
"Clay County, NE",31035,43.6,882
"Schoharie County, NY",36095,43.6,882
"Washington County, OH",39167,43.6,882
"Abbeville County, SC",45001,43.6,882
"Beaufort County, SC",45013,43.6,882
"Lewis County, TN",47101,43.6,882
"Caledonia County, VT",50005,43.6,882
"Giles County, VA",51071,43.6,882
"Mason County, WV",54053,43.6,882
"Fayette County, AL",1057,43.6,882
"Fayette County, GA",13113,43.5,897
"Pulaski County, IL",17153,43.5,897
"Metcalfe County, KY",21169,43.5,897
"Lapeer County, MI",26087,43.5,897
"Redwood County, MN",27127,43.5,897
"Bollinger County, MO",29017,43.5,897
"Los Alamos County, NM",35028,43.5,897
"Caldwell County, NC",37027,43.5,897
"Barnes County, ND",38003,43.5,897
"Mifflin County, PA",42087,43.5,897
"Campbell County, TN",47013,43.5,897
"Houston County, TN",47083,43.5,897
"White County, TN",47185,43.5,897
"Callahan County, TX",48059,43.5,897
"Kinney County, TX",48271,43.5,897
"Van Zandt County, TX",48467,43.5,897
"Richmond County, VA",51159,43.5,897
"Washakie County, WY",56043,43.5,897
"Walton County, FL",12131,43.4,915
"Boundary County, ID",16021,43.4,915
"Ford County, IL",17053,43.4,915
"Blackford County, IN",18009,43.4,915
"Pike County, IN",18125,43.4,915
"Lee County, IA",19111,43.4,915
"O'Brien County, IA",19141,43.4,915
"Taylor County, IA",19173,43.4,915
"Linn County, KS",20107,43.4,915
"Russell County, KY",21207,43.4,915
"Jackson County, MN",27063,43.4,915
"Putnam County, NY",36079,43.4,915
"Ulster County, NY",36111,43.4,915
"Wayne County, NY",36117,43.4,915
"Columbiana County, OH",39029,43.4,915
"Mahoning County, OH",39099,43.4,915
"Stewart County, TN",47161,43.4,915
"Fisher County, TX",48151,43.4,915
"Kendall County, TX",48259,43.4,915
"Polk County, TX",48373,43.4,915
"San Jacinto County, TX",48407,43.4,915
"Kane County, UT",49025,43.4,915
"Dickenson County, VA",51051,43.4,915
"Poquoson Independent City, VA",51735,43.4,915
"Clay County, WV",54015,43.4,915
"Fayette County, WV",54019,43.4,915
"Lewis County, WV",54041,43.4,915
"Taylor, WI",55119,43.4,915
"Dallas County, AR",5039,43.4,915
"Montezuma County, CO",8083,43.4,915
"De Witt County, IL",17039,43.3,945
"Piatt County, IL",17147,43.3,945
"Scott County, IL",17171,43.3,945
"Crawford County, IN",18025,43.3,945
"Humboldt County, IA",19091,43.3,945
"Crittenden County, KY",21055,43.3,945
"Brown County, MN",27015,43.3,945
"Goodhue County, MN",27049,43.3,945
"Barry County, MO",29009,43.3,945
"Dallas County, MO",29059,43.3,945
"Chase County, NE",31029,43.3,945
"Howard County, NE",31093,43.3,945
"Logan County, NE",31113,43.3,945
"Herkimer County, NY",36043,43.3,945
"Ontario County, NY",36069,43.3,945
"Burke County, NC",37023,43.3,945
"Lake County, OH",39085,43.3,945
"Kiowa County, OK",40075,43.3,945
"Columbia County, OR",41009,43.3,945
"Bucks County, PA",42017,43.3,945
"Anderson County, TN",47001,43.3,945
"Perry County, TN",47135,43.3,945
"Franklin County, TX",48159,43.3,945
"Hardeman County, TX",48197,43.3,945
"Washington County, VT",50023,43.3,945
"Mineral County, WV",54057,43.3,945
"Delaware County, IA",19055,43.2,971
"Monroe County, IA",19135,43.2,971
"Tama County, IA",19171,43.2,971
"Harper County, KS",20077,43.2,971
"Breckinridge County, KY",21027,43.2,971
"Missaukee County, MI",26113,43.2,971
"Cottonwood County, MN",27033,43.2,971
"Genesee County, NY",36037,43.2,971
"Washington County, NY",36115,43.2,971
"Currituck County, NC",37053,43.2,971
"Dickey County, ND",38021,43.2,971
"Juniata County, PA",42067,43.2,971
"Montour County, PA",42093,43.2,971
"Tioga County, PA",42117,43.2,971
"Marion County, TN",47115,43.2,971
"Briscoe County, TX",48045,43.2,971
"Lee County, VA",51105,43.2,971
"Ohio County, WV",54069,43.2,971
"Henry County, AL",1067,43.2,971
"Pitkin County, CO",8097,43.2,971
"Hart County, GA",13147,43.1,991
"Clark County, IL",17023,43.1,991
"Clay County, IL",17025,43.1,991
"Union County, IN",18161,43.1,991
"Fayette County, IA",19065,43.1,991
"Wabaunsee County, KS",20197,43.1,991
"Baraga County, MI",26013,43.1,991
"Osceola County, MI",26133,43.1,991
"Chippewa County, MN",27023,43.1,991
"Todd County, MN",27153,43.1,991
"Jefferson Davis County, MS",28065,43.1,991
"Dent County, MO",29065,43.1,991
"Carson City County, NV",32510,43.1,991
"Warren County, NJ",34041,43.1,991
"McDowell County, NC",37111,43.1,991
"Adams County, PA",42001,43.1,991
"Blair County, PA",42013,43.1,991
"Clarendon County, SC",45027,43.1,991
"Monroe County, TN",47123,43.1,991
"Lewis County, WA",53041,43.1,991
"Randolph County, WV",54083,43.1,991
"Taylor County, WV",54091,43.1,991
"Wyoming County, WV",54109,43.1,991
"Crook County, WY",56011,43.1,991
"Chambers County, AL",1017,43.1,991
"Hamilton County, IL",17065,43,1016
"Macoupin County, IL",17117,43,1016
"Vermillion County, IN",18165,43,1016
"Hamilton County, IA",19079,43,1016
"Lane County, KS",20101,43,1016
"Stafford County, KS",20185,43,1016
"Fulton County, KY",21075,43,1016
"Greenup County, KY",21089,43,1016
"Mercer County, KY",21167,43,1016
"Fillmore County, MN",27045,43,1016
"Wadena County, MN",27159,43,1016
"Yellow Medicine County, MN",27173,43,1016
"Choctaw County, MS",28019,43,1016
"Fulton County, NY",36035,43,1016
"Surry County, NC",37171,43,1016
"Yadkin County, NC",37197,43,1016
"Butler County, PA",42019,43,1016
"Luzerne County, PA",42079,43,1016
"Bledsoe County, TN",47007,43,1016
"Blount County, TN",47009,43,1016
"Grundy County, TN",47061,43,1016
"Burleson County, TX",48051,43,1016
"Cass County, TX",48067,43,1016
"Tyler County, TX",48457,43,1016
"Addison County, VT",50001,43,1016
"Covington Independent City, VA",51580,43,1016
"Grays Harbor County, WA",53027,43,1016
"Okanogan County, WA",53047,43,1016
"Waukesha, WI",55133,43,1016
"Tallapoosa County, AL",1123,43,1016
"Grand County, CO",8049,43,1016
"St. Johns County, FL",12109,42.9,1047
"Blaine County, ID",16013,42.9,1047
"Johnson County, IL",17087,42.9,1047
"Newton County, IN",18111,42.9,1047
"Brown County, KS",20013,42.9,1047
"Ballard County, KY",21007,42.9,1047
"Edmonson County, KY",21061,42.9,1047
"St. Clair County, MI",26147,42.9,1047
"Macon County, MO",29121,42.9,1047
"Madison County, MO",29123,42.9,1047
"Wheatland County, MT",30107,42.9,1047
"Niagara County, NY",36063,42.9,1047
"Bladen County, NC",37017,42.9,1047
"Crawford County, OH",39033,42.9,1047
"Jackson County, OR",41029,42.9,1047
"Harding County, SD",46063,42.9,1047
"Carroll County, TN",47017,42.9,1047
"Giles County, TN",47055,42.9,1047
"Lincoln County, TN",47103,42.9,1047
"McMinn County, TN",47107,42.9,1047
"McNairy County, TN",47109,42.9,1047
"Morris County, TX",48343,42.9,1047
"Jackson County, WV",54035,42.9,1047
"Kanawha County, WV",54039,42.9,1047
"Lincoln County, WV",54043,42.9,1047
"Logan County, WV",54045,42.9,1047
"Iowa, WI",55049,42.9,1047
"Covington County, AL",1039,42.9,1047
"Randolph County, AR",5121,42.9,1047
"Dawson County, GA",13085,42.8,1076
"Harris County, GA",13145,42.8,1076
"Monroe County, GA",13207,42.8,1076
"Wilkinson County, GA",13319,42.8,1076
"Jasper County, IL",17079,42.8,1076
"Washington County, IL",17189,42.8,1076
"Whiteside County, IL",17195,42.8,1076
"Spencer County, IN",18147,42.8,1076
"Mills County, IA",19129,42.8,1076
"Winnebago County, IA",19189,42.8,1076
"Lee County, KY",21129,42.8,1076
"Caldwell County, MO",29025,42.8,1076
"Carroll County, MO",29033,42.8,1076
"Linn County, MO",29115,42.8,1076
"Ocean County, NJ",34029,42.8,1076
"Person County, NC",37145,42.8,1076
"Meigs County, OH",39105,42.8,1076
"Forest County, PA",42053,42.8,1076
"Sully County, SD",46119,42.8,1076
"Dickens County, TX",48125,42.8,1076
"Refugio County, TX",48391,42.8,1076
"Appomattox County, VA",51011,42.8,1076
"Campbell County, VA",51031,42.8,1076
"Goshen County, WY",56015,42.8,1076
"Jackson County, AL",1071,42.8,1076
"Randolph County, AL",1111,42.8,1076
"Aleutians East Borough, AK",2013,42.8,1076
"Logan County, AR",5083,42.8,1076
"Ouachita County, AR",5103,42.8,1076
"Alpine County, CA",6003,42.8,1076
"Washington County, CO",8121,42.8,1076
"Taylor County, GA",13269,42.7,1107
"Lee County, IL",17103,42.7,1107
"Wayne County, IL",17191,42.7,1107
"Martin County, IN",18101,42.7,1107
"Posey County, IN",18129,42.7,1107
"Osage County, KS",20139,42.7,1107
"Estill County, KY",21065,42.7,1107
"Monroe County, KY",21171,42.7,1107
"Pointe Coupee Parish, LA",22077,42.7,1107
"Bay County, MI",26017,42.7,1107
"Newaygo County, MI",26123,42.7,1107
"Tishomingo County, MS",28141,42.7,1107
"Beaverhead County, MT",30001,42.7,1107
"Merrimack, NH",33013,42.7,1107
"Pender County, NC",37141,42.7,1107
"Ramsey County, ND",38071,42.7,1107
"Hocking County, OH",39073,42.7,1107
"Huntingdon County, PA",42061,42.7,1107
"Jefferson County, TN",47089,42.7,1107
"Haskell County, TX",48207,42.7,1107
"Martinsville Independent City, VA",51690,42.7,1107
"Wayne County, WV",54099,42.7,1107
"Brooks County, GA",13027,42.6,1129
"Menard County, IL",17129,42.6,1129
"Wabash County, IL",17185,42.6,1129
"Greene County, IN",18055,42.6,1129
"Jasper County, IA",19099,42.6,1129
"Palo Alto County, IA",19147,42.6,1129
"Casey County, KY",21045,42.6,1129
"Tensas Parish, LA",22107,42.6,1129
"Barry County, MI",26015,42.6,1129
"Oceana County, MI",26127,42.6,1129
"Clearwater County, MN",27029,42.6,1129
"Monmouth County, NJ",34025,42.6,1129
"Orleans County, NY",36073,42.6,1129
"Bowman County, ND",38011,42.6,1129
"Craig County, OK",40035,42.6,1129
"Marshall County, OK",40095,42.6,1129
"Klamath County, OR",41035,42.6,1129
"Crawford County, PA",42039,42.6,1129
"Overton County, TN",47133,42.6,1129
"Brunswick County, VA",51025,42.6,1129
"Fluvanna County, VA",51065,42.6,1129
"Staunton Independent City, VA",51790,42.6,1129
"Wood County, WV",54107,42.6,1129
"Green, WI",55045,42.6,1129
"Christian County, IL",17021,42.5,1153
"Crawford County, IL",17033,42.5,1153
"Greene County, IL",17061,42.5,1153
"Pike County, IL",17149,42.5,1153
"Fountain County, IN",18045,42.5,1153
"Harrison County, IN",18061,42.5,1153
"Henry County, IN",18065,42.5,1153
"Emmet County, IA",19063,42.5,1153
"Franklin County, IA",19069,42.5,1153
"Grundy County, IA",19075,42.5,1153
"Wallace County, KS",20199,42.5,1153
"Grand Traverse County, MI",26055,42.5,1153
"Livingston County, MI",26093,42.5,1153
"Franklin County, MS",28037,42.5,1153
"Harrison County, MO",29081,42.5,1153
"Hamilton County, NE",31081,42.5,1153
"Sullivan County, NY",36105,42.5,1153
"McKean County, PA",42083,42.5,1153
"Perry County, PA",42099,42.5,1153
"Obion County, TN",47131,42.5,1153
"Sequatchie County, TN",47153,42.5,1153
"Brewster County, TX",48043,42.5,1153
"Comal County, TX",48091,42.5,1153
"Eastland County, TX",48133,42.5,1153
"Hill County, TX",48217,42.5,1153
"Irion County, TX",48235,42.5,1153
"Piute County, UT",49031,42.5,1153
"Cleveland County, AR",5025,42.5,1153
"Fulton County, IL",17057,42.4,1181
"Jersey County, IL",17083,42.4,1181
"Montgomery County, IL",17135,42.4,1181
"Fayette County, IN",18041,42.4,1181
"Lawrence County, IN",18093,42.4,1181
"Caldwell County, KY",21033,42.4,1181
"Carlisle County, KY",21039,42.4,1181
"Garrard County, KY",21079,42.4,1181
"Harrison County, KY",21097,42.4,1181
"McCracken County, KY",21145,42.4,1181
"Carroll County, MD",24013,42.4,1181
"Plymouth County, MA",25023,42.4,1181
"Pipestone County, MN",27117,42.4,1181
"Dixon County, NE",31051,42.4,1181
"Grafton, NH",33009,42.4,1181
"Cayuga County, NY",36011,42.4,1181
"Alexander County, NC",37003,42.4,1181
"Halifax County, NC",37083,42.4,1181
"Lincoln County, NC",37109,42.4,1181
"McHenry County, ND",38049,42.4,1181
"Choctaw County, OK",40023,42.4,1181
"Coal County, OK",40029,42.4,1181
"Clark County, SD",46025,42.4,1181
"McCook County, SD",46087,42.4,1181
"Sevier County, TN",47155,42.4,1181
"Buckingham County, VA",51029,42.4,1181
"Hanover County, VA",51085,42.4,1181
"Mercer County, WV",54055,42.4,1181
"Preston County, WV",54077,42.4,1181
"Vernon, WI",55123,42.4,1181
"Washington, WI",55131,42.4,1181
"Sheridan County, WY",56033,42.4,1181
"Colbert County, AL",1033,42.4,1181
"Boone County, AR",5009,42.4,1181
"Gilchrist County, FL",12041,42.3,1215
"Holmes County, FL",12059,42.3,1215
"Dooly County, GA",13093,42.3,1215
"Meriwether County, GA",13199,42.3,1215
"Oglethorpe County, GA",13221,42.3,1215
"Henry County, IL",17073,42.3,1215
"Monroe County, IL",17133,42.3,1215
"Carroll County, IN",18015,42.3,1215
"Dearborn County, IN",18029,42.3,1215
"White County, IN",18181,42.3,1215
"Rockcastle County, KY",21203,42.3,1215
"Bienville Parish, LA",22013,42.3,1215
"Issaquena County, MS",28055,42.3,1215
"Montgomery County, MS",28097,42.3,1215
"Hidalgo County, NM",35023,42.3,1215
"Steuben County, NY",36101,42.3,1215
"Guernsey County, OH",39059,42.3,1215
"Edgefield County, SC",45037,42.3,1215
"Claiborne County, TN",47025,42.3,1215
"Baldwin County, AL",1003,42.3,1215
"Walker County, AL",1127,42.3,1215
"Madison County, AR",5087,42.3,1215
"Mendocino County, CA",6045,42.3,1215
"Shasta County, CA",6089,42.3,1215
"Jenkins County, GA",13165,42.2,1239
"Cedar County, IA",19031,42.2,1239
"Clinton County, IA",19045,42.2,1239
"Des Moines County, IA",19057,42.2,1239
"Ottawa County, KS",20143,42.2,1239
"Becker County, MN",27005,42.2,1239
"Ripley County, MO",29181,42.2,1239
"Ste. Genevieve County, MO",29186,42.2,1239
"Stoddard County, MO",29207,42.2,1239
"Cheshire, NH",33005,42.2,1239
"Morris County, NJ",34027,42.2,1239
"San Miguel County, NM",35047,42.2,1239
"Seneca County, NY",36099,42.2,1239
"Ashtabula County, OH",39007,42.2,1239
"Preble County, OH",39135,42.2,1239
"Lackawanna County, PA",42069,42.2,1239
"Colleton County, SC",45029,42.2,1239
"Lake County, SD",46079,42.2,1239
"Live Oak County, TX",48297,42.2,1239
"Dinwiddie County, VA",51053,42.2,1239
"Sussex County, VA",51183,42.2,1239
"Columbia, WI",55021,42.2,1239
"Lawrence County, AL",1079,42.2,1239
"Marengo County, AL",1091,42.2,1239
"Pickens County, AL",1107,42.2,1239
"Elbert County, GA",13105,42.1,1264
"Knox County, IL",17095,42.1,1264
"Richland County, IL",17159,42.1,1264
"Franklin County, IN",18047,42.1,1264
"Steuben County, IN",18151,42.1,1264
"Wabash County, IN",18169,42.1,1264
"Howard County, IA",19089,42.1,1264
"Elliott County, KY",21063,42.1,1264
"Wayne County, KY",21231,42.1,1264
"Cumberland County, ME",23005,42.1,1264
"Meeker County, MN",27093,42.1,1264
"Red Lake County, MN",27125,42.1,1264
"Benton County, MS",28009,42.1,1264
"Yalobusha County, MS",28161,42.1,1264
"Lafayette County, MO",29107,42.1,1264
"Shelby County, MO",29205,42.1,1264
"Flathead County, MT",30029,42.1,1264
"Johnson County, NE",31097,42.1,1264
"Lenoir County, NC",37107,42.1,1264
"Stanly County, NC",37167,42.1,1264
"Adams County, OH",39001,42.1,1264
"Jefferson County, OK",40067,42.1,1264
"Cannon County, TN",47015,42.1,1264
"Orange County, VA",51137,42.1,1264
"Dodge, WI",55027,42.1,1264
"Washington County, FL",12133,42,1289
"Kauai County, HI",15007,42,1289
"Saline County, IL",17165,42,1289
"Randolph County, IN",18135,42,1289
"Carroll County, IA",19027,42,1289
"Anderson County, KS",20003,42,1289
"Clay County, KS",20027,42,1289
"Clark County, KY",21049,42,1289
"Nicholas County, KY",21181,42,1289
"Clarke County, MS",28023,42,1289
"Andrew County, MO",29003,42,1289
"Cass County, NE",31025,42,1289
"Esmeralda County, NV",32009,42,1289
"Chautauqua County, NY",36013,42,1289
"Saratoga County, NY",36091,42,1289
"Darke County, OH",39037,42,1289
"Murray County, OK",40099,42,1289
"Nowata County, OK",40105,42,1289
"Osage County, OK",40113,42,1289
"Deschutes County, OR",41017,42,1289
"Greene County, PA",42059,42,1289
"Monroe County, PA",42089,42,1289
"DeWitt County, TX",48123,42,1289
"Washington County, TX",48477,42,1289
"Bristol Independent City, VA",51520,42,1289
"Boone County, WV",54005,42,1289
"Jackson, WI",55053,42,1289
"Clarke County, AL",1025,42,1289
"Geneva County, AL",1061,42,1289
"Scott County, AR",5127,42,1289
"Suwannee County, FL",12121,41.9,1319
"Alexander County, IL",17003,41.9,1319
"Franklin County, IL",17055,41.9,1319
"Starke County, IN",18149,41.9,1319
"Woodford County, KY",21239,41.9,1319
"East Feliciana Parish, LA",22037,41.9,1319
"Hillsdale County, MI",26059,41.9,1319
"Monroe County, MI",26115,41.9,1319
"Wexford County, MI",26165,41.9,1319
"Wright County, MO",29229,41.9,1319
"Pondera County, MT",30073,41.9,1319
"Thomas County, NE",31171,41.9,1319
"Davidson County, NC",37057,41.9,1319
"Granville County, NC",37077,41.9,1319
"Hertford County, NC",37091,41.9,1319
"Pawnee County, OK",40117,41.9,1319
"Northampton County, PA",42095,41.9,1319
"Franklin County, TN",47051,41.9,1319
"Wayne County, TN",47181,41.9,1319
"Nottoway County, VA",51135,41.9,1319
"Doddridge County, WV",54017,41.9,1319
"Hawaii County, HI",15001,41.8,1340
"La Salle County, IL",17099,41.8,1340
"Ogle County, IL",17141,41.8,1340
"Benton County, IA",19011,41.8,1340
"Iowa County, IA",19095,41.8,1340
"McPherson County, KS",20113,41.8,1340
"Boyd County, KY",21019,41.8,1340
"Pulaski County, KY",21199,41.8,1340
"Wolfe County, KY",21237,41.8,1340
"Hancock County, MS",28045,41.8,1340
"Gentry County, MO",29075,41.8,1340
"Otoe County, NE",31131,41.8,1340
"Salem County, NJ",34033,41.8,1340
"Lewis County, NY",36049,41.8,1340
"Hyde County, NC",37095,41.8,1340
"Medina County, OH",39103,41.8,1340
"Kershaw County, SC",45055,41.8,1340
"Marshall County, SD",46091,41.8,1340
"Menard County, TX",48327,41.8,1340
"Milam County, TX",48331,41.8,1340
"Runnels County, TX",48399,41.8,1340
"Shackelford County, TX",48417,41.8,1340
"Young County, TX",48503,41.8,1340
"Harrison County, WV",54033,41.8,1340
"Big Horn County, WY",56003,41.8,1340
"Lawrence County, AR",5075,41.8,1340
"Clay County, IA",19041,41.7,1366
"Allen County, KS",20001,41.7,1366
"Cherokee County, KS",20021,41.7,1366
"Dickinson County, KS",20041,41.7,1366
"Leslie County, KY",21131,41.7,1366
"Letcher County, KY",21133,41.7,1366
"Owsley County, KY",21189,41.7,1366
"Pendleton County, KY",21191,41.7,1366
"Berrien County, MI",26021,41.7,1366
"Shiawassee County, MI",26155,41.7,1366
"Sibley County, MN",27143,41.7,1366
"Taney County, MO",29213,41.7,1366
"Phelps County, NE",31137,41.7,1366
"Pierce County, NE",31139,41.7,1366
"Buncombe County, NC",37021,41.7,1366
"Stark County, OH",39151,41.7,1366
"Wyandot County, OH",39175,41.7,1366
"Blaine County, OK",40011,41.7,1366
"Humphreys County, TN",47085,41.7,1366
"Fannin County, TX",48147,41.7,1366
"Cowlitz County, WA",53015,41.7,1366
"Madison County, FL",12079,41.6,1387
"Marion County, GA",13197,41.6,1387
"Cumberland County, IL",17035,41.6,1387
"Marion County, IL",17121,41.6,1387
"Perry County, IL",17145,41.6,1387
"Parke County, IN",18121,41.6,1387
"Pulaski County, IN",18131,41.6,1387
"Bourbon County, KY",21017,41.6,1387
"Johnson County, KY",21115,41.6,1387
"Owen County, KY",21187,41.6,1387
"Penobscot County, ME",23019,41.6,1387
"Allegany County, MD",24001,41.6,1387
"Rock County, MN",27133,41.6,1387
"Jasper County, MS",28061,41.6,1387
"Crawford County, MO",29055,41.6,1387
"Ray County, MO",29177,41.6,1387
"Morrill County, NE",31123,41.6,1387
"Dutchess County, NY",36027,41.6,1387
"Otsego County, NY",36077,41.6,1387
"Columbus County, NC",37047,41.6,1387
"Champaign County, OH",39021,41.6,1387
"Williams County, OH",39171,41.6,1387
"Wasco County, OR",41065,41.6,1387
"Union County, SD",46127,41.6,1387
"Fauquier County, VA",51061,41.6,1387
"Rockingham County, VA",51165,41.6,1387
"Mingo County, WV",54059,41.6,1387
"Ashland, WI",55003,41.6,1387
"Crenshaw County, AL",1041,41.6,1387
"Little River County, AR",5081,41.6,1387
"Heard County, GA",13149,41.5,1417
"Fulton County, IN",18049,41.5,1417
"Howard County, IN",18067,41.5,1417
"Shelby County, IN",18145,41.5,1417
"Plymouth County, IA",19149,41.5,1417
"Cloud County, KS",20029,41.5,1417
"Scott County, KS",20171,41.5,1417
"Henry County, KY",21103,41.5,1417
"Muhlenberg County, KY",21177,41.5,1417
"Pike County, KY",21195,41.5,1417
"Le Sueur County, MN",27079,41.5,1417
"Morrison County, MN",27097,41.5,1417
"Livingston County, MO",29117,41.5,1417
"Texas County, MO",29215,41.5,1417
"Lake County, MT",30047,41.5,1417
"Red Willow County, NE",31145,41.5,1417
"Bergen County, NJ",34003,41.5,1417
"Cattaraugus County, NY",36009,41.5,1417
"Yates County, NY",36123,41.5,1417
"Cleveland County, NC",37045,41.5,1417
"Morrow County, OH",39117,41.5,1417
"Sandusky County, OH",39143,41.5,1417
"Noble County, OK",40103,41.5,1417
"Chesterfield County, SC",45025,41.5,1417
"Lancaster County, SC",45057,41.5,1417
"Williamsburg County, SC",45089,41.5,1417
"Union County, TN",47173,41.5,1417
"Palo Pinto County, TX",48363,41.5,1417
"Danville Independent City, VA",51590,41.5,1417
"Raleigh County, WV",54081,41.5,1417
"Upshur County, WV",54097,41.5,1417
"Lafayette, WI",55065,41.5,1417
"Cleburne County, AL",1029,41.5,1417
"Monroe County, AL",1099,41.5,1417
"Ashley County, AR",5003,41.5,1417
"Placer County, CA",6061,41.5,1417
"Charlton County, GA",13049,41.4,1453
"Pulaski County, GA",13235,41.4,1453
"Randolph County, GA",13243,41.4,1453
"Randolph County, IL",17157,41.4,1453
"Hancock County, KY",21091,41.4,1453
