county,code,hs_rate,rank
"Blaine County, NE",31009,98.70%,1
"Gilpin County, CO",8047,98.00%,2
"Falls Church Independent City, VA",51610,98.00%,2
"Douglas County, CO",8035,97.90%,4
"Morgan County, UT",49029,97.90%,4
"Ouray County, CO",8091,97.80%,6
"Petroleum County, MT",30069,97.80%,6
"Grant County, NE",31075,97.40%,8
"Loup County, NE",31115,97.30%,9
"Los Alamos County, NM",35028,97.20%,10
"Clear Creek County, CO",8019,96.90%,11
"Gallatin County, MT",30031,96.80%,12
"Mineral County, CO",8079,96.60%,13
"Delaware County, OH",39041,96.60%,13
"Routt County, CO",8107,96.50%,15
"Skagway Borough, AK",2230,96.50%,15
"Garfield County, WA",53023,96.40%,17
"Elbert County, CO",8039,96.40%,17
"Story County, IA",19169,96.30%,19
"Ozaukee, WI",55089,96.30%,19
"Park County, CO",8093,96.30%,19
"Madison County, ID",16065,96.20%,22
"Denali Borough, AK",2068,96.20%,22
"Fallon County, MT",30025,96.20%,22
"Rich County, UT",49033,96.10%,25
"Broomfield County, CO",8014,96.10%,25
"Latah County, ID",16057,96.00%,27
"Hamilton County, IN",18057,96.00%,27
"Washington County, MN",27163,96.00%,27
"Banner County, NE",31007,96.00%,27
"Adams County, ND",38001,96.00%,27
"Waukesha, WI",55133,95.90%,32
"Whitman County, WA",53075,95.80%,33
"Albany County, WY",56001,95.80%,33
"St. Croix, WI",55109,95.80%,33
"Johnson County, KS",20091,95.80%,33
"Carver County, MN",27019,95.70%,37
"Grand County, CO",8049,95.70%,37
"Washington County, NE",31177,95.70%,37
"Brookings County, SD",46011,95.70%,37
"Larimer County, CO",8069,95.70%,37
"Dickinson County, IA",19059,95.60%,42
"McLean County, IL",17113,95.60%,42
"Cook County, MN",27031,95.60%,42
"Juneau Borough, AK",2110,95.60%,42
"Riley County, KS",20161,95.60%,42
"Williamson County, TN",47187,95.60%,42
"Warren County, IA",19181,95.60%,42
"Valley County, ID",16085,95.50%,49
"Dallas County, IA",19049,95.50%,49
"Davis County, UT",49011,95.50%,49
"Haines Borough, AK",2100,95.50%,49
"Frontier County, NE",31063,95.40%,53
"Mitchell County, KS",20123,95.40%,53
"Pitkin County, CO",8097,95.40%,53
"San Juan County, CO",8111,95.40%,53
"Monroe County, IL",17133,95.40%,53
"Barnstable County, MA",25001,95.40%,53
"Park County, MT",30067,95.40%,53
"Lake County, MN",27075,95.40%,53
"Sarpy County, NE",31153,95.40%,53
"Teton County, WY",56039,95.40%,53
"Pottawatomie County, KS",20149,95.40%,53
"Grundy County, IA",19075,95.40%,53
"Gunnison County, CO",8051,95.30%,65
"Sublette County, WY",56035,95.30%,65
"San Juan County, WA",53055,95.30%,65
"Howard County, MD",24027,95.30%,65
"Bremer County, IA",19017,95.30%,65
"Platte County, MO",29165,95.30%,65
"Thomas County, KS",20193,95.30%,65
"Dane, WI",55025,95.30%,65
"Piatt County, IL",17147,95.20%,73
"Lincoln County, SD",46083,95.10%,74
"Livingston County, MI",26093,95.10%,74
"Daggett County, UT",49009,95.10%,74
"Missoula County, MT",30063,95.00%,77
"Douglas County, KS",20045,95.00%,77
"Stillwater County, MT",30095,95.00%,77
"Benton County, OR",41003,95.00%,77
"Arthur County, NE",31005,95.00%,77
"Wheeler County, NE",31183,95.00%,77
"Kane County, UT",49025,95.00%,77
"Powder River County, MT",30075,94.90%,84
"Wayne County, NE",31179,94.90%,84
"Jefferson County, IA",19101,94.90%,84
"Jefferson County, MT",30043,94.90%,84
"Scott County, MN",27139,94.90%,84
"Johnson County, WY",56019,94.90%,84
"Lewis and Clark County, MT",30049,94.90%,84
"Hinsdale County, CO",8053,94.90%,84
"Judith Basin County, MT",30045,94.90%,84
"Leelanau County, MI",26089,94.80%,93
"Douglas County, MN",27041,94.80%,93
"Clay County, SD",46027,94.80%,93
"Daniels County, MT",30019,94.80%,93
"Boyd County, NE",31015,94.80%,93
"La Plata County, CO",8067,94.80%,93
"Poquoson Independent City, VA",51735,94.80%,93
"Rockingham, NH",33015,94.80%,93
"Pierce County, NE",31139,94.80%,93
"Island County, WA",53029,94.80%,93
"Johnson County, IA",19103,94.70%,103
"Cass County, NE",31025,94.70%,103
"Miami County, KS",20121,94.70%,103
"Pierce, WI",55093,94.70%,103
"Hunterdon County, NJ",34019,94.70%,103
"Williamsburg Independent City, VA",51830,94.70%,103
"Washtenaw County, MI",26161,94.70%,103
"Jackson County, KS",20085,94.70%,103
"Nantucket County, MA",25019,94.70%,103
"St. Johns County, FL",12109,94.70%,103
"Summit County, CO",8117,94.70%,103
"Dakota County, MN",27037,94.70%,103
"Champaign County, IL",17019,94.70%,103
"Linn County, IA",19113,94.60%,116
"Fayette County, GA",13113,94.60%,116
"Ada County, ID",16001,94.60%,116
"Cheyenne County, KS",20023,94.50%,119
"Flathead County, MT",30029,94.50%,119
"La Crosse, WI",55063,94.50%,119
"Marquette County, MI",26103,94.50%,119
"Madison County, MT",30057,94.50%,119
"Cumberland County, ME",23005,94.50%,119
"Jefferson County, WA",53031,94.50%,119
"Tompkins County, NY",36109,94.50%,119
"Bayfield, WI",55007,94.50%,119
"Lincoln County, KS",20105,94.50%,119
"Sagadahoc County, ME",23023,94.50%,119
"Cass County, ND",38017,94.50%,119
"Sherburne County, MN",27141,94.50%,119
"Boulder County, CO",8013,94.50%,119
"Yakutat Borough, AK",2282,94.50%,119
"Grand Traverse County, MI",26055,94.50%,119
"Winneshiek County, IA",19191,94.40%,135
"Boone County, IA",19015,94.40%,135
"Jewell County, KS",20089,94.40%,135
"Clay County, MN",27027,94.40%,135
"Fairbanks North Star Borough, AK",2090,94.40%,135
"Keweenaw County, MI",26083,94.40%,135
"Dawes County, NE",31045,94.40%,135
"Nemaha County, NE",31127,94.40%,135
"Garden County, NE",31069,94.40%,135
"Teller County, CO",8119,94.40%,135
"Madison County, IA",19121,94.40%,135
"Wabaunsee County, KS",20197,94.40%,135
"Kitsap County, WA",53035,94.30%,147
"Posey County, IN",18129,94.30%,147
"Kossuth County, IA",19109,94.30%,147
"St. Charles County, MO",29183,94.30%,147
"Olmsted County, MN",27109,94.30%,147
"Dodge County, MN",27039,94.30%,147
"Garfield County, NE",31071,94.30%,147
"Hampshire County, MA",25015,94.30%,147
"York County, NE",31185,94.30%,147
"Park County, WY",56029,94.30%,147
"Wright County, MN",27171,94.20%,157
"Trego County, KS",20195,94.20%,157
"Carlton County, MN",27017,94.20%,157
"Blue Earth County, MN",27013,94.20%,157
"Placer County, CA",6061,94.20%,157
"Summit County, UT",49043,94.20%,157
"Jefferson County, CO",8059,94.20%,157
"Hancock County, IN",18059,94.20%,157
"Ottawa County, KS",20143,94.10%,165
"Republic County, KS",20157,94.10%,165
"Polk County, NE",31143,94.10%,165
"Midland County, MI",26111,94.10%,165
"Hooker County, NE",31091,94.10%,165
"Wood County, OH",39173,94.10%,165
"Steele County, ND",38091,94.10%,165
"Somerset County, NJ",34035,94.10%,165
"Saratoga County, NY",36091,94.00%,173
"Sweet Grass County, MT",30097,94.00%,173
"Lake County, SD",46079,94.00%,173
"Lawrence County, SD",46081,94.00%,173
"Sioux County, NE",31165,94.00%,173
"Storey County, NV",32029,94.00%,173
"Morris County, NJ",34027,94.00%,173
"Woodford County, IL",17203,94.00%,173
"Emmet County, MI",26047,94.00%,173
"El Paso County, CO",8041,93.90%,182
"Crook County, WY",56011,93.90%,182
"Washington, WI",55131,93.90%,182
"Sussex County, NJ",34037,93.90%,182
"Marshall County, KS",20117,93.90%,182
"Montgomery County, PA",42091,93.90%,182
"Chittenden County, VT",50007,93.90%,182
"Allegheny County, PA",42003,93.90%,182
"James City County, VA",51095,93.90%,182
"Sheridan County, WY",56033,93.90%,182
"Norfolk County, MA",25021,93.90%,182
"Roberts County, TX",48393,93.90%,182
"Carbon County, MT",30009,93.90%,182
"Middlesex County, CT",9007,93.80%,195
"Hancock County, ME",23009,93.80%,195
"Clay County, KS",20027,93.80%,195
"York County, VA",51199,93.80%,195
"Tolland County, CT",9013,93.80%,195
"Boise County, ID",16015,93.80%,195
"Graham County, KS",20065,93.80%,195
"Arlington County, VA",51013,93.80%,195
"Chisago County, MN",27025,93.80%,195
"Rawlins County, KS",20153,93.70%,204
"Cheyenne County, NE",31033,93.70%,204
"Grand Isle County, VT",50013,93.70%,204
"Clinton County, MI",26037,93.70%,204
"Garfield County, MT",30033,93.70%,204
"Boone County, MO",29019,93.70%,204
"Grand Forks County, ND",38035,93.70%,204
"Beaverhead County, MT",30001,93.70%,204
"Washington County, VT",50023,93.60%,212
"Medina County, OH",39103,93.60%,212
"Door, WI",55029,93.60%,212
"Buffalo County, NE",31019,93.60%,212
"Utah County, UT",49049,93.60%,212
"Dickinson County, MI",26043,93.60%,212
"Eaton County, MI",26045,93.60%,212
"Kalamazoo County, MI",26077,93.60%,212
"Broadwater County, MT",30007,93.60%,212
"Phillips County, KS",20147,93.60%,212
"Houston County, MN",27055,93.60%,212
"Palo Alto County, IA",19147,93.60%,212
"Oneida County, ID",16071,93.60%,212
"Bear Lake County, ID",16007,93.60%,212
"Thurston County, WA",53067,93.60%,212
"Douglas, WI",55031,93.60%,212
"Collin County, TX",48085,93.60%,212
"Bucks County, PA",42017,93.60%,212
"Nicollet County, MN",27103,93.60%,212
"Boone County, NE",31011,93.50%,231
"Washington County, RI",44009,93.50%,231
"Stafford County, VA",51179,93.50%,231
"Hamilton County, NE",31081,93.50%,231
"Outagamie, WI",55087,93.50%,231
"Butler County, PA",42019,93.50%,231
"St. Louis County, MN",27137,93.50%,231
"Red Willow County, NE",31145,93.50%,231
"Hendricks County, IN",18063,93.50%,231
"Pope County, MN",27121,93.50%,231
"Crow Wing County, MN",27035,93.50%,231
"McPherson County, NE",31117,93.50%,231
"Anoka County, MN",27003,93.50%,231
"Loudoun County, VA",51107,93.50%,231
"Oakland County, MI",26125,93.50%,231
"Valley County, MT",30105,93.50%,231
"Iowa, WI",55049,93.40%,247
"Iron, WI",55051,93.40%,247
"Comanche County, KS",20033,93.40%,247
"Poweshiek County, IA",19157,93.40%,247
"Hodgeman County, KS",20083,93.40%,247
"Burleigh County, ND",38015,93.40%,247
"Adair County, IA",19001,93.40%,247
"Seminole County, FL",12117,93.40%,247
"Meade County, SD",46093,93.40%,247
"Kearney County, NE",31099,93.40%,247
"Golden Valley County, MT",30037,93.40%,247
"Lancaster County, NE",31109,93.40%,247
"Thomas County, NE",31171,93.40%,247
"Custer County, SD",46033,93.40%,247
"Cedar County, IA",19031,93.40%,247
"Oconee County, GA",13219,93.40%,247
"Sherman County, OR",41055,93.30%,263
"Nuckolls County, NE",31129,93.30%,263
"Nevada County, CA",6057,93.30%,263
"Ida County, IA",19093,93.30%,263
"Ward County, ND",38101,93.30%,263
"Carroll, NH",33003,93.30%,263
"Ellis County, KS",20051,93.30%,263
"Centre County, PA",42027,93.30%,263
"Itasca County, MN",27061,93.30%,263
"Calvert County, MD",24009,93.30%,263
"Laramie County, WY",56021,93.30%,263
"Cerro Gordo County, IA",19033,93.30%,263
"Anchorage Borough, AK",2020,93.30%,263
"Clackamas County, OR",41005,93.30%,263
"Mills County, IA",19129,93.30%,263
"Goodhue County, MN",27049,93.30%,263
"Borden County, TX",48033,93.30%,263
"Keya Paha County, NE",31103,93.30%,263
"Wallowa County, OR",41063,93.20%,281
"Clay County, IA",19041,93.20%,281
"Portage, WI",55097,93.20%,281
"Lincoln County, ME",23015,93.20%,281
"Virginia Beach Independent City, VA",51810,93.20%,281
"Greeley County, NE",31077,93.20%,281
"Wabasha County, MN",27157,93.20%,281
"Kendall County, IL",17093,93.20%,281
"San Miguel County, CO",8113,93.20%,281
"Boone County, IN",18011,93.20%,281
"Pocahontas County, IA",19151,93.20%,281
"Wahkiakum County, WA",53069,93.10%,292
"Humboldt County, IA",19091,93.10%,292
"Eau Claire, WI",55035,93.10%,292
"Phelps County, NE",31137,93.10%,292
"Fergus County, MT",30027,93.10%,292
"Marin County, CA",6041,93.10%,292
"Logan County, KS",20109,93.10%,292
"Gosper County, NE",31073,93.10%,292
"Fall River County, SD",46047,93.10%,292
"Newport County, RI",44005,93.10%,292
"Prairie County, MT",30079,93.10%,292
"Lane County, KS",20101,93.10%,292
"Saunders County, NE",31155,93.10%,292
"Knox County, ME",23013,93.10%,292
"McCone County, MT",30055,93.10%,292
"Spokane County, WA",53063,93.10%,292
"Merrimack, NH",33013,93.10%,292
"Yellowstone County, MT",30111,93.10%,292
"Lincoln County, WY",56023,93.10%,292
"Chouteau County, MT",30015,93.00%,311
"Westmoreland County, PA",42129,93.00%,311
"Cache County, UT",49005,93.00%,311
"Douglas County, NV",32005,93.00%,311
"Hyde County, SD",46069,93.00%,311
"Harding County, SD",46063,93.00%,311
"Deschutes County, OR",41017,93.00%,311
"Scott County, IA",19163,93.00%,311
"Box Elder County, UT",49003,93.00%,311
"Kendall County, TX",48259,93.00%,311
"Chester County, PA",42029,93.00%,311
"St. Louis County, MO",29189,93.00%,311
"Grundy County, IL",17063,92.90%,323
"Carroll County, IA",19027,92.90%,323
"Marion County, IA",19125,92.90%,323
"Kiowa County, CO",8061,92.90%,323
"Brown County, KS",20013,92.90%,323
"Lac qui Parle County, MN",27073,92.90%,323
"Burlington County, NJ",34005,92.90%,323
"Teton County, MT",30099,92.90%,323
"Warren County, OH",39165,92.90%,323
"Williamson County, TX",48491,92.90%,323
"Dunn, WI",55033,92.90%,323
"Putnam County, OH",39137,92.90%,323
"King George County, VA",51099,92.80%,335
"Florence, WI",55037,92.80%,335
"Washington County, UT",49053,92.80%,335
"Auglaize County, OH",39011,92.80%,335
"Hennepin County, MN",27053,92.80%,335
"Dukes County, MA",25007,92.80%,335
"Warrick County, IN",18173,92.80%,335
"Lake County, CO",8065,92.80%,335
"Charles County, MD",24017,92.80%,335
"Pennington County, SD",46103,92.80%,335
"Hamlin County, SD",46057,92.80%,335
"Tazewell County, IL",17179,92.80%,335
"Grant County, MN",27051,92.80%,335
"Polk, WI",55095,92.80%,335
"McDonough County, IL",17109,92.80%,335
"Seward County, NE",31159,92.80%,335
"Valdez-Cordova Borough, AK",2261,92.80%,335
"Oldham County, KY",21185,92.80%,335
"Benton County, IA",19011,92.80%,335
"Cedar County, NE",31027,92.80%,335
"Columbia, WI",55021,92.80%,335
"Franklin County, MA",25011,92.80%,335
"Butler County, KS",20015,92.80%,335
"Harford County, MD",24025,92.80%,335
"Greene County, IA",19073,92.80%,335
"Gogebic County, MI",26053,92.70%,360
"Coffey County, KS",20031,92.70%,360
"Kenai Peninsula Borough, AK",2122,92.70%,360
"Hancock County, IA",19081,92.70%,360
"Albany County, NY",36001,92.70%,360
"Charlevoix County, MI",26029,92.70%,360
"Putnam County, NY",36079,92.70%,360
"Monmouth County, NJ",34025,92.70%,360
"Cheshire, NH",33005,92.70%,360
"Clay County, MO",29047,92.70%,360
"Valley County, NE",31175,92.70%,360
"Sitka Borough, AK",2220,92.60%,371
"Custer County, ID",16037,92.60%,371
"Union County, OR",41061,92.60%,371
"DeKalb County, IL",17037,92.60%,371
"Middlesex County, MA",25017,92.60%,371
"Calumet, WI",55015,92.60%,371
"Ontario County, NY",36069,92.60%,371
"El Dorado County, CA",6017,92.60%,371
"Hanover County, VA",51085,92.60%,371
"McHenry County, IL",17111,92.60%,371
"Greene County, OH",39057,92.60%,371
"Bristol Bay Borough, AK",2060,92.60%,371
"Atchison County, KS",20005,92.60%,371
"Leon County, FL",12073,92.60%,371
"Delta County, MI",26041,92.60%,371
"Nodaway County, MO",29147,92.60%,371
"Sarasota County, FL",12115,92.60%,371
"Madison County, IL",17119,92.60%,371
"Frederick County, MD",24021,92.60%,371
"Hancock County, IL",17067,92.50%,390
"Alachua County, FL",12001,92.50%,390
"Dare County, NC",37055,92.50%,390
"Sherman County, NE",31163,92.50%,390
"Addison County, VT",50001,92.50%,390
"Dawson County, MT",30021,92.50%,390
"Winona County, MN",27169,92.50%,390
"Clinton County, MO",29049,92.50%,390
"Hancock County, OH",39063,92.50%,390
"Meagher County, MT",30059,92.50%,390
"Brown County, NE",31017,92.50%,390
"Merrick County, NE",31121,92.50%,390
"Cass County, MO",29037,92.50%,390
"Plymouth County, MA",25023,92.50%,390
"Adams County, IA",19003,92.50%,390
"King County, WA",53033,92.50%,390
"Rock County, NE",31149,92.50%,390
"Vilas, WI",55125,92.50%,390
"Windsor County, VT",50027,92.40%,408
"Franklin County, ME",23007,92.40%,408
"Beaufort County, SC",45013,92.40%,408
"Jasper County, IA",19099,92.40%,408
"DuPage County, IL",17043,92.40%,408
"Becker County, MN",27005,92.40%,408
"Howard County, NE",31093,92.40%,408
"Delaware County, PA",42045,92.40%,408
"Matanuska-Susitna Borough, AK",2170,92.40%,408
"Golden Valley County, ND",38033,92.40%,408
"Lyon County, MN",27083,92.40%,408
"Barber County, KS",20007,92.40%,408
"Kootenai County, ID",16055,92.40%,408
"Petersburg Borough, AK",2195,92.40%,408
"Steele County, MN",27147,92.40%,408
"Boone County, KY",21015,92.40%,408
"Orange County, NC",37135,92.40%,408
"York County, ME",23031,92.40%,408
"McKenzie County, ND",38053,92.40%,408
"Dubuque County, IA",19061,92.30%,427
"Wood, WI",55141,92.30%,427
"Ingham County, MI",26065,92.30%,427
"Wilkin County, MN",27167,92.30%,427
"Custer County, NE",31041,92.30%,427
"Worth County, IA",19195,92.30%,427
"Williams County, ND",38105,92.30%,427
"Arapahoe County, CO",8005,92.30%,427
"Buchanan County, IA",19019,92.30%,427
"Jefferson County, KS",20087,92.30%,427
"Ottawa County, OH",39123,92.30%,427
"Wake County, NC",37183,92.30%,427
"Scott County, IL",17171,92.30%,427
"New Hanover County, NC",37129,92.30%,427
"Wasatch County, UT",49051,92.30%,427
"Spink County, SD",46115,92.30%,427
"Towner County, ND",38095,92.30%,427
"Shelby County, IL",17173,92.30%,427
"Catron County, NM",35003,92.30%,427
"Benton County, MN",27009,92.30%,427
"Jackson County, IL",17077,92.30%,427
"Strafford, NH",33017,92.30%,427
"Forsyth County, GA",13117,92.20%,449
"Calhoun County, IA",19025,92.20%,449
"Brown County, SD",46013,92.20%,449
"Carson County, TX",48065,92.20%,449
"Montgomery County, TN",47125,92.20%,449
"Sangamon County, IL",17167,92.20%,449
"Hamilton County, IA",19079,92.20%,449
"Monroe County, IN",18105,92.20%,449
"Traill County, ND",38097,92.20%,449
"Holt County, NE",31089,92.20%,449
"Green, WI",55045,92.20%,449
"Des Moines County, IA",19057,92.20%,449
"Jackson County, MN",27063,92.20%,449
"Faulk County, SD",46049,92.20%,449
"Turner County, SD",46125,92.20%,449
"Hanson County, SD",46061,92.20%,449
"Treasure County, MT",30103,92.20%,449
"Grafton, NH",33009,92.20%,449
"Renville County, ND",38075,92.20%,449
"Richland County, MT",30083,92.20%,449
"Caribou County, ID",16029,92.10%,469
"Chippewa, WI",55017,92.10%,469
"Juab County, UT",49023,92.10%,469
"Winnebago, WI",55139,92.10%,469
"O'Brien County, IA",19141,92.10%,469
"Carroll County, MD",24013,92.10%,469
"Burnett, WI",55013,92.10%,469
"Fremont County, IA",19071,92.10%,469
"Lamar County, MS",28073,92.10%,469
"Stearns County, MN",27145,92.10%,469
"Red Lake County, MN",27125,92.10%,469
"Iowa County, IA",19095,92.10%,469
"Iron County, UT",49021,92.10%,469
"Guthrie County, IA",19077,92.10%,469
"Jones County, IA",19105,92.10%,469
"Wayne County, UT",49055,92.10%,469
"Kewaunee, WI",55061,92.10%,469
"Morton County, ND",38059,92.10%,469
"Plymouth County, IA",19149,92.10%,469
"Denton County, TX",48121,92.00%,488
"Oneida, WI",55085,92.00%,488
"Ketchikan Gateway Borough, AK",2130,92.00%,488
"Hubbard County, MN",27057,92.00%,488
"Cloud County, KS",20029,92.00%,488
"Houghton County, MI",26061,92.00%,488
"Bergen County, NJ",34003,92.00%,488
"Carter County, MT",30011,92.00%,488
"Emery County, UT",49015,92.00%,488
"Gloucester County, NJ",34015,92.00%,488
"Henry County, IA",19087,92.00%,488
"Jo Daviess County, IL",17085,92.00%,488
"Putnam County, WV",54079,92.00%,488
"Waseca County, MN",27161,92.00%,488
"Meeker County, MN",27093,92.00%,488
"Lake County, OH",39085,91.90%,503
"Bannock County, ID",16005,91.90%,503
"Menard County, IL",17129,91.90%,503
"Clatsop County, OR",41007,91.90%,503
"Union County, OH",39159,91.90%,503
"Beaver County, PA",42007,91.90%,503
"Waldo County, ME",23027,91.90%,503
"Decatur County, KS",20039,91.90%,503
"Stanton County, NE",31167,91.90%,503
"Clallam County, WA",53009,91.90%,503
"Gove County, KS",20063,91.90%,503
"Union County, IA",19175,91.90%,503
"Portage County, OH",39133,91.90%,503
"Kauai County, HI",15007,91.90%,503
"Lincoln County, NE",31111,91.90%,503
"Rockwall County, TX",48397,91.90%,503
"Anne Arundel County, MD",24003,91.90%,503
"Plumas County, CA",6063,91.90%,503
"Ohio County, WV",54069,91.90%,503
"Mercer County, IL",17131,91.90%,503
"Roger Mills County, OK",40129,91.90%,503
"Butler County, IA",19023,91.90%,503
"Webster County, NE",31181,91.90%,503
"Franklin County, KS",20059,91.90%,503
"Codington County, SD",46029,91.90%,503
"Yankton County, SD",46135,91.90%,503
"Mountrail County, ND",38061,91.90%,503
"Columbia County, GA",13073,91.90%,503
"Thayer County, NE",31169,91.80%,531
"Marshall County, IL",17123,91.80%,531
"Fairfax Independent City, VA",51600,91.80%,531
"Rio Blanco County, CO",8103,91.80%,531
"Kittson County, MN",27069,91.80%,531
"Maui County, HI",15009,91.80%,531
"Lee County, IA",19111,91.80%,531
"Lucas County, IA",19117,91.80%,531
"Lamoille County, VT",50015,91.80%,531
"Mercer County, OH",39107,91.80%,531
"Calhoun County, IL",17013,91.80%,531
"Snohomish County, WA",53061,91.80%,531
"Keith County, NE",31101,91.80%,531
"Hitchcock County, NE",31087,91.80%,531
"New Kent County, VA",51127,91.80%,531
"Canadian County, OK",40017,91.80%,531
"Washburn, WI",55129,91.80%,531
"Hand County, SD",46059,91.80%,531
"Washington County, PA",42125,91.80%,531
"Ottawa County, MI",26139,91.70%,550
"Fairfield County, OH",39045,91.70%,550
"Kingman County, KS",20095,91.70%,550
"De Witt County, IL",17039,91.70%,550
"Porter County, IN",18127,91.70%,550
"Sargent County, ND",38081,91.70%,550
"Orange County, VT",50017,91.70%,550
"Otter Tail County, MN",27111,91.70%,550
"Fillmore County, NE",31059,91.70%,550
"Kiowa County, KS",20097,91.70%,550
"Polk County, IA",19153,91.70%,550
"Fairfax County, VA",51059,91.70%,550
"Clark County, WA",53011,91.70%,550
"Litchfield County, CT",9005,91.70%,550
"Custer County, CO",8027,91.70%,550
"Barry County, MI",26015,91.70%,550
"Hardin County, IA",19083,91.70%,550
"Ontonagon County, MI",26131,91.70%,550
"Chaffee County, CO",8015,91.70%,550
"Sac County, IA",19161,91.70%,550
"Iron County, MI",26071,91.70%,550
"Adams County, IL",17001,91.70%,550
"Campbell County, WY",56005,91.70%,550
"Natrona County, WY",56025,91.70%,550
"Jones County, SD",46075,91.70%,550
"Sully County, SD",46119,91.70%,550
"Irion County, TX",48235,91.70%,550
"Cascade County, MT",30013,91.70%,550
"Lincoln County, MN",27081,91.70%,550
"Belknap, NH",33001,91.70%,550
"Nelson County, ND",38063,91.70%,550
"Wyoming County, PA",42131,91.60%,581
"Roanoke County, VA",51161,91.60%,581
"Ashland, WI",55003,91.60%,581
"Tooele County, UT",49045,91.60%,581
"Hawaii County, HI",15001,91.60%,581
"Sheboygan, WI",55117,91.60%,581
"Goshen County, WY",56015,91.60%,581
"Wheeler County, OR",41069,91.60%,581
"Botetourt County, VA",51023,91.60%,581
"Putnam County, IL",17155,91.60%,581
"Smith County, KS",20183,91.60%,581
"Knox County, NE",31107,91.60%,581
"Stevens County, MN",27149,91.60%,581
"Monongalia County, WV",54061,91.60%,581
"Eureka County, NV",32011,91.60%,581
"Clinton County, IA",19045,91.60%,581
"Shelby County, AL",1117,91.60%,581
"Fond du Lac, WI",55039,91.60%,581
"Nez Perce County, ID",16069,91.60%,581
"New London County, CT",9011,91.60%,581
"Queen Anne's County, MD",24035,91.60%,581
"Hillsborough, NH",33011,91.60%,581
"Hot Springs County, WY",56017,91.60%,581
"Elk County, PA",42047,91.50%,604
"Van Wert County, OH",39161,91.50%,604
"Box Butte County, NE",31013,91.50%,604
"Menominee County, MI",26109,91.50%,604
"Deuel County, SD",46039,91.50%,604
"Buffalo, WI",55011,91.50%,604
"Mason County, MI",26105,91.50%,604
"Otsego County, MI",26137,91.50%,604
"Comal County, TX",48091,91.50%,604
"Lemhi County, ID",16059,91.50%,604
"Shiawassee County, MI",26155,91.50%,604
"Grand County, UT",49019,91.50%,604
"Pennington County, MN",27113,91.50%,604
"Oxford County, ME",23017,91.50%,604
"Isabella County, MI",26073,91.50%,604
"Johnson County, IN",18081,91.50%,604
"Nemaha County, KS",20131,91.50%,604
"Ness County, KS",20135,91.50%,604
"Leavenworth County, KS",20103,91.50%,604
"McLean County, ND",38055,91.50%,604
"Fremont County, WY",56013,91.50%,604
"Mathews County, VA",51115,91.50%,604
"Windham County, VT",50025,91.50%,604
"Benzie County, MI",26019,91.50%,604
"Fauquier County, VA",51061,91.50%,604
"Sheridan County, KS",20179,91.40%,629
"Sherman County, KS",20181,91.40%,629
"Chesterfield County, VA",51041,91.40%,629
"Harlan County, NE",31083,91.40%,629
"Richland County, ND",38077,91.40%,629
"Minnehaha County, SD",46099,91.40%,629
"Weston County, WY",56045,91.40%,629
"Custer County, MT",30017,91.40%,629
"Johnson County, MO",29101,91.40%,629
"Brown, WI",55009,91.40%,629
"Kent County, RI",44003,91.40%,629
"Albemarle County, VA",51003,91.40%,629
"Rush County, KS",20165,91.40%,629
"Neosho County, KS",20133,91.40%,629
"Grant, WI",55043,91.40%,629
"Alexandria Independent City, VA",51510,91.40%,629
"Kennebec County, ME",23011,91.40%,629
"Marinette, WI",55075,91.40%,629
"Cumberland County, PA",42041,91.40%,629
"Archuleta County, CO",8007,91.40%,629
"Chesapeake Independent City, VA",51550,91.40%,629
"Aitkin County, MN",27001,91.30%,650
"Cass County, MN",27021,91.30%,650
"Montgomery County, VA",51121,91.30%,650
"Beaver County, UT",49001,91.30%,650
"Lincoln County, WA",53043,91.30%,650
"Huerfano County, CO",8055,91.30%,650
"Rensselaer County, NY",36083,91.30%,650
"Keokuk County, IA",19107,91.30%,650
"Osborne County, KS",20141,91.30%,650
"Fulton County, GA",13121,91.30%,650
"Cole County, MO",29051,91.30%,650
"Washington County, CO",8121,91.30%,650
"Geary County, KS",20061,91.30%,650
"Rooks County, KS",20163,91.30%,650
"Okaloosa County, FL",12091,91.30%,650
"Shelby County, IA",19165,91.30%,650
"Rogers County, OK",40131,91.30%,650
"Fredericksburg Independent City, VA",51630,91.30%,650
"Union County, SD",46127,91.30%,650
"Sumner County, KS",20191,91.30%,650
"Cleveland County, OK",40027,91.30%,650
"Henry County, OH",39069,91.30%,650
"Sheridan County, MT",30091,91.30%,650
"Phillips County, MT",30071,91.30%,650
"Cherry County, NE",31031,91.20%,674
"Whatcom County, WA",53073,91.20%,674
"Hughes County, SD",46065,91.20%,674
"Mitchell County, IA",19131,91.20%,674
"Roseau County, MN",27135,91.20%,674
"Penobscot County, ME",23019,91.20%,674
"Washington County, KS",20201,91.20%,674
"Franklin County, NE",31061,91.20%,674
"Warren County, PA",42123,91.20%,674
"Cobb County, GA",13067,91.20%,674
"Wells County, IN",18179,91.20%,674
"Payne County, OK",40119,91.20%,674
"Jersey County, IL",17083,91.20%,674
"Sedgwick County, CO",8115,91.20%,674
"Greene County, MO",29077,91.20%,674
"Brevard County, FL",12009,91.20%,674
"Teton County, ID",16081,91.20%,674
"Jackson County, IA",19097,91.20%,674
"Isanti County, MN",27059,91.20%,674
"Warren County, NY",36113,91.20%,674
